project_id,name,state,county,fips,lat,lon,capacity_mw,tier,composite,local_activity,local_enacted,county_model,state_activity,org_capacity,pct_local_activity,pct_local_enacted,pct_county_model,pct_state_activity,pct_org_capacity,events_within_50mi
prj_273,600 River Road Data Center,PA,Montgomery County,42091,40.0939398,-75.32503398,,High,91.0,14.47,4.0,0.7019,3.0,17.0,94.5,89.1,96.7,72.2,89.7,36
prj_274,3200 Horizon Drive Data Center,PA,Montgomery County,42091,40.08705063,-75.33861848,,High,91.0,14.47,4.0,0.7019,3.0,17.0,94.5,89.1,96.7,72.2,89.7,36
prj_275,Smithfield Data Center,RI,Providence County,44007,41.935469,-71.52036919,,Low,36.2,1.773,1.0,0.348,2.0,0.0,29.9,40.3,49.6,37.5,9.8,6
prj_276,Colossus,TN,Shelby County,47157,35.06015556,-90.15650152,150,Elevated,65.8,17.782,0.0,0.5157,2.0,20.0,97.0,15.3,78.0,37.5,95.8,24
prj_277,Colossus 2,TN,Shelby County,47157,34.99870981,-90.03812933,422,Elevated,65.8,17.782,0.0,0.5157,2.0,20.0,97.0,15.3,78.0,37.5,95.8,24
prj_278,ExoticRidge Bitcoin Mine,TN,Hawkins County,47073,36.29580681,-83.03926889,8,Low,15.5,0.713,0.0,0.1071,2.0,0.0,15.6,15.3,9.1,37.5,9.8,7
prj_279,CleanSpark Mountain City Bitcoin Mine,TN,Johnson County,47091,36.44568006,-81.80073638,30,Low,34.5,2.466,2.0,0.0881,2.0,4.0,35.0,58.8,4.6,37.5,44.5,8
prj_280,Gallatin Data Center Expansion,TN,Sumner County,47165,36.40865292,-86.37040153,300,Guarded,43.3,2.635,2.0,0.3088,2.0,1.0,38.8,58.8,43.9,37.5,22.5,12
prj_281,Neural Nexus Data Center,TN,Shelby County,47157,35.14095312,-90.04757753,70,Elevated,65.8,17.782,0.0,0.5157,2.0,20.0,97.0,15.3,78.0,37.5,95.8,24
prj_282,RadiusDC Nashville I / Trinity Hills Colocation Data Center,TN,Davidson County,47037,36.22227227,-86.78351657,12,Guarded,64.8,5.419,3.0,0.5922,2.0,1.0,62.1,75.9,84.8,37.5,22.5,9
prj_283,5C Memphis Data Center,TN,Shelby County,47157,35.03183751,-89.93263096,60,Elevated,65.8,17.782,0.0,0.5157,2.0,20.0,97.0,15.3,78.0,37.5,95.8,24
prj_284,Lawrenceburg / Ethridge Data Center,TN,Lawrence County,47099,35.29402267,-87.32017668,,Low,11.7,0.0,0.0,0.089,2.0,0.0,6.4,15.3,4.9,37.5,9.8,0
prj_285,Ridgeline Facility,WV,Tucker County,54093,39.15911839,-79.47121517,,Low,27.4,1.679,0.0,0.082,4.0,5.0,27.2,15.3,3.4,94.5,51.0,2
prj_286,"Adams Fork Harless Data Center Energy Campus, Holden",WV,Logan County,54045,37.75306909,-82.11292654,2500,Low,21.9,0.713,0.0,0.0827,4.0,2.0,15.6,15.3,3.7,94.5,30.5,1
prj_287,"Adams Fork Data Center Energy Campus, Wharncliffe",WV,Mingo County,54059,37.5970543,-81.95842838,,Low,21.2,0.713,0.0,0.0593,4.0,2.0,15.6,15.3,0.7,94.5,30.5,1
prj_288,Monarch Compute Campus and Mountaineer Gigasystem,WV,Mason County,54053,38.91458813,-82.11477824,2000,Low,21.6,0.916,0.0,0.0834,4.0,0.0,21.1,15.3,4.0,94.5,9.8,6
prj_289,QTS Kearneysville Data Center Complex,WV,Jefferson County; Berkeley County,54037,39.40601474,-77.89272666,,Low,36.0,1.8,1.0,0.1278,4.0,2.0,30.4,40.3,17.1,94.5,30.5,27
prj_290,Penzance Intelligence Center,WV,Berkeley County,54003,39.53777133,-77.88682289,600,Low,39.2,1.8,1.0,0.2102,4.0,2.0,30.4,40.3,30.2,94.5,30.5,20
prj_291,Google Buffalo Data Center,WV,Putnam County,54079,38.64062703,-81.95363899,,Low,26.4,0.916,0.0,0.1644,4.0,0.0,21.1,15.3,23.1,94.5,9.8,5
prj_292,Appalachian Mega Site / Hog Lick Data Center,WV,Marion County,54049,39.41956843,-80.21658076,200,Low,22.4,0.0,0.0,0.171,4.0,0.0,6.4,15.3,25.1,94.5,9.8,4
prj_293,Quakertown Data Center Park,PA,Bucks County,42017,40.41121767,-75.34561374,1000,High,87.9,16.197,4.0,0.575,3.0,18.0,95.4,89.1,82.3,72.2,92.3,40
prj_294,Cumru Titus Data Center,PA,Berks County,42011,40.30604668,-75.91162467,200,Guarded,46.4,3.263,1.0,0.2772,3.0,8.0,41.8,40.3,39.7,72.2,66.7,37
prj_295,Nottingham Data Center,NH,Rockingham County,33015,43.17994869,-71.1001181,,Guarded,43.2,1.746,1.0,0.4148,3.0,1.0,29.6,40.3,59.1,72.2,22.5,5
prj_296,Andover Data Center,NJ,Sussex County,34037,41.03259839,-74.76603349,,Guarded,44.2,2.448,1.0,0.3081,5.0,2.0,34.4,40.3,43.6,98.7,30.5,25
prj_297,Jailhouse Studios,TN,Hamilton County,47065,35.04954023,-85.30803088,,Guarded,46.4,2.72,2.0,0.3643,2.0,2.0,40.0,58.8,51.6,37.5,30.5,7
prj_298,Maysville Data Center,KY,Mason County,21161,38.68393644,-83.81782457,2200,Guarded,52.6,5.06,4.0,0.1001,2.0,11.0,57.6,89.1,7.3,37.5,74.3,12
prj_299,Albany Kenwood Data Center,NY,Albany County,36001,42.62886666,-73.77148535,,Low,28.1,0.0,0.0,0.4803,2.0,0.0,6.4,15.3,70.4,37.5,9.8,0
prj_300,Microsoft La Porte Data Center,IN,LaPorte County,18091,41.57726301,-86.67836375,,Guarded,59.9,7.195,4.0,0.2262,1.0,8.0,72.2,89.1,32.3,11.8,66.7,20
prj_301,JPG Data Center,IN,Jefferson County,18077,38.83318591,-85.41589009,,Low,15.9,0.913,0.0,0.1203,1.0,0.0,20.7,15.3,15.0,11.8,9.8,11
prj_302,Amazon Wheatfield,IN,Jasper County,18073,41.22626387,-87.00359458,,Guarded,42.7,3.92,3.0,0.1025,1.0,7.0,47.2,75.9,8.5,11.8,62.8,17
prj_303,Granville Data Center,PA,Mifflin County,42087,40.56908144,-77.61398863,,Low,21.6,0.962,0.0,0.1111,3.0,0.0,22.5,15.3,11.2,72.2,9.8,8
prj_304,DartPoints Former Lexmark Data Center Redevelopment,KY,Fayette County,21067,38.0752589,-84.48732138,,Guarded,47.3,2.842,2.0,0.4452,2.0,0.0,40.6,58.8,62.8,37.5,9.8,6
prj_305,Nashville DC Blox Data Center,TN,Davidson County,47037,36.09042198,-86.74633128,,Guarded,50.9,3.52,1.0,0.5922,2.0,1.0,45.5,40.3,84.8,37.5,22.5,9
prj_306,Muskie Data Campus,KY,Carter County,21043,38.40017631,-82.79634195,,Low,25.9,3.408,0.0,0.0876,2.0,4.0,42.7,15.3,4.3,37.5,44.5,9
prj_307,Muncy Data Center,PA,Lycoming County,42081,41.22793466,-76.81183441,,Low,38.9,2.666,1.0,0.1814,3.0,2.0,39.3,40.3,27.2,72.2,30.5,13
prj_308,Gemini Sioux Falls Data Center,SD,Minnehaha County,46099,43.59370023,-96.6401013,500,Low,34.2,1.619,0.0,0.3127,3.0,4.0,25.4,15.3,44.2,72.2,44.5,3
prj_309,Sequitor Edge Rapid City,SD,Pennington County,46103,44.02731001,-103.1840971,10,Low,21.6,0.0,0.0,0.2143,3.0,0.0,6.4,15.3,30.5,72.2,9.8,0
prj_310,Polaris Forge 1,ND,Dickey County,38021,46.01289235,-98.57186221,400,Low,12.0,0.692,0.0,0.0618,1.0,1.0,14.7,15.3,1.2,11.8,22.5,1
prj_311,Polaris Forge 2,ND,Cass County,38017,46.96719859,-96.87059463,1000,Low,23.5,0.708,0.0,0.3336,1.0,1.0,15.0,15.3,46.9,11.8,22.5,1
prj_312,Applied Digital Oliver County,ND,Oliver County,38065,47.10645479,-101.344641,430,Low,15.2,1.403,0.0,0.0517,1.0,2.0,23.8,15.3,0.1,11.8,30.5,3
prj_313,River Run Energy Center,ND,Mercer County,38057,47.27256043,-101.4503149,1450,Low,15.7,1.403,0.0,0.0688,1.0,2.0,23.8,15.3,2.2,11.8,30.5,3
prj_314,Project Fighting Pike,ND,Williams County,38105,48.2324742,-103.6344227,455,Low,21.5,0.332,1.0,0.146,1.0,0.0,13.4,40.3,20.8,11.8,9.8,1
prj_315,Atlas Power Williston,ND,Williams County,38105,48.14614934,-103.7725071,700,Low,21.5,0.332,1.0,0.146,1.0,0.0,13.4,40.3,20.8,11.8,9.8,1
prj_316,4-3 Salem Township Data Center,PA,Luzerne County,42079,41.09268711,-76.20451035,3500,Elevated,80.8,10.605,4.0,0.5027,3.0,14.0,81.8,89.1,74.4,72.2,81.5,35
prj_317,Holyoke Data Center,MA,Hampden County,25013,42.197424,-72.600933,20,Guarded,44.4,3.16,2.0,0.3739,1.0,2.0,40.9,58.8,52.7,11.8,30.5,5
prj_318,Project Domino,IN,Boone County,18011,40.05811921,-86.54115183,1000,Guarded,52.6,3.23,3.0,0.3897,1.0,6.0,41.2,75.9,57.6,11.8,57.1,21
prj_319,Gravel Pike Data Center,PA,Montgomery County,42091,40.4190452,-75.5133896,,Elevated,82.1,13.754,2.0,0.7019,3.0,14.0,92.7,58.8,96.7,72.2,81.5,37
prj_320,Sharon Keel Infrastructure Data Center Expansion,PA,Mercer County,42085,41.24401767,-80.50629588,110,Guarded,53.4,7.04,2.0,0.1641,3.0,4.0,71.0,58.8,22.8,72.2,44.5,13
prj_321,PNK Valley View Data Center,PA,Lackawanna County,42069,41.47914648,-75.51858421,,Elevated,82.8,11.576,3.0,0.6351,3.0,15.0,86.0,75.9,89.1,72.2,84.8,26
prj_322,Ransom Township Mudiita Data Center,PA,Lackawanna County,42069,41.38663332,-75.76165592,750,Elevated,84.7,13.302,3.0,0.6351,3.0,17.0,90.9,75.9,89.1,72.2,89.7,27
prj_323,Nebius Butler Township Data Center,PA,Schuylkill County,42107,40.7386815,-76.3191425,1200,Guarded,57.1,5.796,2.0,0.2973,3.0,6.0,63.5,58.8,41.5,72.2,57.1,30
prj_325,Swedeland Discovery Center Data Center Campus,PA,Montgomery County,42091,40.07589993,-75.33279859,,High,91.0,14.47,4.0,0.7019,3.0,17.0,94.5,89.1,96.7,72.2,89.7,36
prj_326,Stonebridge Lawrence Data Center,PA,Lawrence County,42073,40.99142125,-80.42833073,,Guarded,44.3,5.359,1.0,0.1498,3.0,2.0,61.5,40.3,21.9,72.2,30.5,14
prj_321,Harper Road Technology Park,MO,Cass,29037,38.7192,-94.4585,,Low,30.4,1.384,1.0,0.2306,1.0,3.0,23.4,40.3,33.5,11.8,37.9,14
prj_322,Province Group Perry Village Data Center Campus,OH,Lake,39085,41.7631,-81.143,,Low,39.9,1.586,2.0,0.3079,2.0,2.0,25.1,58.8,43.3,37.5,30.5,11
prj_323,Meta Hyperion,LA,Richland,22083,32.507,-91.647,,Low,34.0,4.96,0.0,0.1133,2.0,7.0,56.8,15.3,12.4,37.5,62.8,8
prj_324,Prado AI Industrial Campus,MS,Madison,28089,32.4285,-90.1323,,Guarded,46.9,4.24,1.0,0.3599,2.0,5.0,51.5,40.3,50.1,37.5,51.0,6
prj_325,New Carlisle Chicago Trail Data Center (Third Site),IN,St. Joseph,18141,41.72,-86.51,,Guarded,57.7,5.317,2.0,0.5033,1.0,4.0,61.0,58.8,76.2,11.8,44.5,21
prj_326,Project Maize / Google Michigan City Data Center,IN,LaPorte,18091,41.6906,-86.925,,Guarded,49.8,6.365,2.0,0.2262,1.0,6.0,67.0,58.8,32.3,11.8,57.1,19
prj_327,Meta Project Everest,LA,Richland,22083,32.46,-91.75,,Low,34.0,4.96,0.0,0.1133,2.0,7.0,56.8,15.3,12.4,37.5,62.8,7
prj_328,Terra Nexus Custer Avenue Data Center,NC,Cumberland,37051,35.08,-78.8,200,Guarded,59.1,3.428,3.0,0.4277,3.0,4.0,43.6,75.9,61.6,72.2,44.5,9
prj_330,Project Sail Data Center,GA,Coweta,13077,33.354,-84.842,900,Elevated,68.1,9.789,3.0,0.2761,3.0,14.0,79.6,75.9,39.4,72.2,81.5,26
prj_331,Howell Township Data Center (Project Splitrock),MI,Livingston,26093,42.61,-83.99,,Elevated,66.4,7.497,5.0,0.331,1.0,13.0,73.1,95.5,46.4,11.8,78.0,44
prj_332,Natelli Vance County Data Center,NC,Vance,37181,36.34,-78.42,,Low,25.5,1.486,0.0,0.1143,3.0,3.0,24.6,15.3,13.2,72.2,37.9,7
