fips,county_name,state,median_hh_income,population,pop_density_sqmi,pct_bachelors_plus,margin_2024,margin_2016,existing_dc_count,dc_presence,n_opposition_events,n_moratorium_events,n_zoning_events,n_legislation_events,n_lawsuit_events,n_enacted_restrictive,has_enacted_restrictive,land_sqmi,state_legislation_events,n_projects_tracked,n_projects_opposed,n_decided,n_blocked_confirmed,n_advanced_confirmed,n_restricted_conditional,median_days_to_decision
13093,"Dooly County, Georgia",GA,56545.0,11026.0,28.08,13.38,-0.0771,-0.0211,0,0,0,0,0,0,0,0,0,392.631,3,0,0,0,0,0,0,
13095,"Dougherty County, Georgia",GA,46784.0,83915.0,255.34,23.24,0.4114,0.3831,0,0,0,0,0,0,0,0,0,328.644,3,0,0,0,0,0,0,
13097,"Douglas County, Georgia",GA,80764.0,146141.0,729.95,30.8,0.3145,0.1075,6,1,3,1,0,0,0,0,0,200.206,3,6,0,0,0,0,0,
13099,"Early County, Georgia",GA,53750.0,10683.0,20.84,16.11,-0.1148,-0.0809,0,0,1,0,1,0,0,0,0,512.6,3,0,0,0,0,0,0,
13101,"Echols County, Georgia",GA,61723.0,3705.0,8.81,14.41,-0.8206,-0.7234,0,0,0,0,0,0,0,0,0,420.407,3,0,0,0,0,0,0,
13103,"Effingham County, Georgia",GA,85465.0,67265.0,140.48,26.8,-0.4911,-0.5563,0,0,0,0,0,0,0,0,0,478.83,3,0,0,0,0,0,0,
13105,"Elbert County, Georgia",GA,49727.0,19725.0,56.18,14.86,-0.4338,-0.3491,0,0,0,0,0,0,0,0,0,351.103,3,0,0,0,0,0,0,
13107,"Emanuel County, Georgia",GA,50053.0,22961.0,33.74,12.84,-0.4414,-0.3696,0,0,0,0,0,0,0,0,0,680.574,3,0,0,0,0,0,0,
13109,"Evans County, Georgia",GA,53908.0,10740.0,58.72,15.09,-0.4234,-0.3537,0,0,0,0,0,0,0,0,0,182.895,3,0,0,0,0,0,0,
13111,"Fannin County, Georgia",GA,58073.0,25605.0,66.14,22.6,-0.6477,-0.6547,0,0,0,0,0,0,0,0,0,387.105,3,0,0,0,0,0,0,
13113,"Fayette County, Georgia",GA,108986.0,120689.0,620.3,48.09,-0.0316,-0.1951,2,1,3,0,1,0,0,1,1,194.567,3,2,0,0,0,0,0,
13115,"Floyd County, Georgia",GA,62540.0,98985.0,194.15,24.95,-0.4195,-0.4356,0,0,1,0,0,0,0,0,0,509.833,3,0,0,0,0,0,0,
13117,"Forsyth County, Georgia",GA,138000.0,260062.0,1157.72,56.6,-0.3311,-0.4765,1,1,1,0,1,0,0,1,1,224.632,3,1,0,0,0,0,0,
13119,"Franklin County, Georgia",GA,52264.0,23840.0,91.22,16.93,-0.7259,-0.6857,0,0,0,0,0,0,0,0,0,261.342,3,0,0,0,0,0,0,
13121,"Fulton County, Georgia",GA,91490.0,1068507.0,2028.53,58.0,0.4486,0.4212,16,1,6,1,2,3,0,3,1,526.74,3,16,0,0,0,0,0,
13123,"Gilmer County, Georgia",GA,72542.0,31976.0,75.02,22.73,-0.6257,-0.6694,0,0,1,0,1,0,0,1,1,426.216,3,0,0,0,0,0,0,
13125,"Glascock County, Georgia",GA,55250.0,2913.0,20.26,14.86,-0.8389,-0.7892,0,0,0,0,0,0,0,0,0,143.746,3,0,0,0,0,0,0,
13127,"Glynn County, Georgia",GA,68546.0,84987.0,202.53,30.44,-0.2599,-0.2862,0,0,1,0,0,0,0,0,0,419.636,3,0,0,0,0,0,0,
13129,"Gordon County, Georgia",GA,61997.0,58336.0,163.66,17.65,-0.6344,-0.6363,0,0,1,1,0,0,0,1,1,356.443,3,0,0,0,0,0,0,
13131,"Grady County, Georgia",GA,54312.0,26056.0,57.33,15.29,-0.3821,-0.3311,0,0,0,0,0,0,0,0,0,454.462,3,0,0,0,0,0,0,
13133,"Greene County, Georgia",GA,84530.0,19586.0,50.54,36.42,-0.2895,-0.2598,0,0,0,0,0,0,0,0,0,387.517,3,0,0,0,0,0,0,
13135,"Gwinnett County, Georgia",GA,84823.0,966972.0,2242.91,38.73,0.1651,0.0574,4,1,0,0,0,0,0,0,0,431.124,3,4,0,0,0,0,0,
13137,"Habersham County, Georgia",GA,65622.0,46948.0,169.57,24.25,-0.6489,-0.6635,0,0,1,0,0,0,0,0,0,276.867,3,0,0,0,0,0,0,
13139,"Hall County, Georgia",GA,77430.0,208395.0,530.77,26.73,-0.4378,-0.5066,0,0,1,1,0,0,0,0,0,392.628,3,0,0,0,0,0,0,
13141,"Hancock County, Georgia",GA,33182.0,8630.0,18.32,8.36,0.3538,0.519,0,0,0,0,0,0,0,0,0,471.067,3,0,0,0,0,0,0,
13143,"Haralson County, Georgia",GA,65016.0,30720.0,108.87,17.43,-0.744,-0.7162,0,0,0,0,0,0,0,0,0,282.165,3,0,0,0,0,0,0,
13145,"Harris County, Georgia",GA,89184.0,35509.0,76.56,34.65,-0.4611,-0.4788,0,0,0,0,0,0,0,0,0,463.813,3,0,0,0,0,0,0,
13147,"Hart County, Georgia",GA,57241.0,26484.0,113.95,18.08,-0.548,-0.4666,0,0,0,0,0,0,0,0,0,232.422,3,0,0,0,0,0,0,
13149,"Heard County, Georgia",GA,62907.0,11616.0,39.25,11.37,-0.7208,-0.6246,0,0,0,0,0,0,0,0,0,295.973,3,0,0,0,0,0,0,
13151,"Henry County, Georgia",GA,81612.0,245417.0,770.05,28.04,0.2966,0.0435,0,0,1,0,1,0,0,0,0,318.701,3,0,0,0,0,0,0,
13153,"Houston County, Georgia",GA,80743.0,166902.0,443.83,32.26,-0.1127,-0.2164,0,0,0,0,0,0,0,0,0,376.046,3,0,0,0,0,0,0,
13155,"Irwin County, Georgia",GA,53915.0,9385.0,26.48,16.63,-0.5421,-0.4977,0,0,1,0,0,0,0,0,0,354.363,3,0,0,0,0,0,0,
13157,"Jackson County, Georgia",GA,85012.0,80640.0,237.47,27.31,-0.5509,-0.6388,0,0,0,0,0,0,0,0,0,339.576,3,0,0,0,0,0,0,
13159,"Jasper County, Georgia",GA,59574.0,15345.0,41.65,19.85,-0.5837,-0.4669,0,0,0,0,0,0,0,0,0,368.406,3,0,0,0,0,0,0,
13161,"Jeff Davis County, Georgia",GA,40879.0,14838.0,44.84,11.46,-0.6831,-0.629,0,0,0,0,0,0,0,0,0,330.919,3,0,0,0,0,0,0,
13163,"Jefferson County, Georgia",GA,46561.0,15468.0,29.38,11.18,-0.0122,0.1085,0,0,0,0,0,0,0,0,0,526.555,3,0,0,0,0,0,0,
13165,"Jenkins County, Georgia",GA,36906.0,8674.0,24.97,7.82,-0.3045,-0.2584,0,0,0,0,0,0,0,0,0,347.378,3,0,0,0,0,0,0,
13167,"Johnson County, Georgia",GA,54183.0,9192.0,30.33,9.12,-0.4636,-0.3756,0,0,0,0,0,0,0,0,0,303.019,3,0,0,0,0,0,0,
13169,"Jones County, Georgia",GA,68259.0,28526.0,72.41,18.4,-0.3803,-0.3469,0,0,1,1,0,0,0,1,1,393.942,3,0,0,0,0,0,0,
13171,"Lamar County, Georgia",GA,68457.0,19098.0,104.08,19.52,-0.4591,-0.385,0,0,1,1,0,0,0,0,0,183.501,3,0,0,0,0,0,0,
13173,"Lanier County, Georgia",GA,44361.0,10094.0,51.36,19.06,-0.4633,-0.4121,0,0,0,0,0,0,0,0,0,196.538,3,0,0,0,0,0,0,
13175,"Laurens County, Georgia",GA,49705.0,49619.0,61.46,17.81,-0.3272,-0.2912,0,0,0,0,0,0,0,0,0,807.336,3,0,0,0,0,0,0,
13177,"Lee County, Georgia",GA,88024.0,33337.0,93.68,33.51,-0.4353,-0.5299,0,0,1,0,0,0,0,0,0,355.844,3,0,0,0,0,0,0,
13179,"Liberty County, Georgia",GA,59013.0,66826.0,129.39,19.88,0.1745,0.2118,0,0,0,0,0,0,0,0,0,516.463,3,0,0,0,0,0,0,
13181,"Lincoln County, Georgia",GA,50688.0,7773.0,36.95,16.15,-0.4478,-0.3629,0,0,0,0,0,0,0,0,0,210.381,3,0,0,0,0,0,0,
13183,"Long County, Georgia",GA,64747.0,17512.0,43.74,12.82,-0.2949,-0.3083,0,0,0,0,0,0,0,0,0,400.399,3,0,0,0,0,0,0,
13185,"Lowndes County, Georgia",GA,55887.0,119055.0,239.43,27.12,-0.1798,-0.1818,0,0,1,0,1,0,0,0,0,497.239,3,0,0,0,0,0,0,
13187,"Lumpkin County, Georgia",GA,72388.0,33931.0,119.92,31.49,-0.6167,-0.6002,0,0,0,0,0,0,0,0,0,282.944,3,0,0,0,0,0,0,
13189,"McDuffie County, Georgia",GA,54058.0,21687.0,84.26,17.84,-0.2491,-0.187,0,0,1,0,0,0,0,0,0,257.372,3,0,0,0,0,0,0,
13191,"McIntosh County, Georgia",GA,50348.0,11187.0,25.94,18.63,-0.286,-0.2009,0,0,0,0,0,0,0,0,0,431.347,3,0,0,0,0,0,0,
13193,"Macon County, Georgia",GA,37177.0,11953.0,29.83,11.0,0.179,0.2718,0,0,0,0,0,0,0,0,0,400.662,3,0,0,0,0,0,0,
13195,"Madison County, Georgia",GA,58784.0,30914.0,109.5,20.18,-0.5479,-0.5669,0,0,0,0,0,0,0,0,0,282.324,3,0,0,0,0,0,0,
13197,"Marion County, Georgia",GA,50484.0,7474.0,20.44,13.63,-0.3024,-0.2224,0,0,0,0,0,0,0,0,0,365.721,3,0,0,0,0,0,0,
13199,"Meriwether County, Georgia",GA,56458.0,20757.0,41.44,13.04,-0.2547,-0.1542,0,0,0,0,0,0,0,0,0,500.907,3,0,0,0,0,0,0,
13201,"Miller County, Georgia",GA,58407.0,5873.0,20.8,21.91,-0.5048,-0.4984,0,0,0,0,0,0,0,0,0,282.423,3,0,0,0,0,0,0,
13205,"Mitchell County, Georgia",GA,51908.0,21441.0,41.86,12.86,-0.1632,-0.0993,0,0,0,0,0,0,0,0,0,512.158,3,0,0,0,0,0,0,
13207,"Monroe County, Georgia",GA,82863.0,28919.0,73.01,28.68,-0.4668,-0.4143,0,0,2,1,0,0,0,1,1,396.092,3,0,0,0,0,0,0,
13209,"Montgomery County, Georgia",GA,51188.0,8675.0,35.97,20.23,-0.5301,-0.5115,0,0,0,0,0,0,0,0,0,241.145,3,0,0,0,0,0,0,
13211,"Morgan County, Georgia",GA,85692.0,20614.0,59.34,30.14,-0.4594,-0.4135,0,0,0,0,0,0,0,0,0,347.411,3,0,0,0,0,0,0,
13213,"Murray County, Georgia",GA,67880.0,40282.0,116.93,13.67,-0.7159,-0.6876,0,0,0,0,0,0,0,0,0,344.494,3,0,0,0,0,0,0,
13215,"Muscogee County, Georgia",GA,56622.0,204383.0,944.03,29.74,0.2335,0.1859,2,1,2,0,0,0,1,0,0,216.5,3,2,0,0,0,0,0,
13217,"Newton County, Georgia",GA,73732.0,115530.0,421.93,23.58,0.1515,0.0235,4,1,4,3,0,0,0,3,1,273.814,3,4,0,0,0,0,0,
13219,"Oconee County, Georgia",GA,115925.0,42788.0,232.11,54.86,-0.3593,-0.4011,0,0,0,0,0,0,0,0,0,184.342,3,0,0,0,0,0,0,
13221,"Oglethorpe County, Georgia",GA,69784.0,15221.0,34.67,24.55,-0.4239,-0.42,0,0,0,0,0,0,0,0,0,439.062,3,0,0,0,0,0,0,
13223,"Paulding County, Georgia",GA,94557.0,174292.0,557.94,27.43,-0.2413,-0.4124,0,0,1,0,0,0,0,0,0,312.385,3,0,0,0,0,0,0,
13225,"Peach County, Georgia",GA,68365.0,28269.0,188.1,24.32,-0.0603,-0.0301,0,0,0,0,0,0,0,0,0,150.284,3,0,0,0,0,0,0,
13227,"Pickens County, Georgia",GA,75293.0,34197.0,147.36,24.88,-0.6579,-0.6919,0,0,0,0,0,0,0,0,0,232.059,3,0,0,0,0,0,0,
13229,"Pierce County, Georgia",GA,56691.0,19996.0,58.73,18.25,-0.7751,-0.7398,0,0,0,0,0,0,0,0,0,340.456,3,0,0,0,0,0,0,
13231,"Pike County, Georgia",GA,84184.0,19540.0,90.43,21.42,-0.7344,-0.6956,0,0,1,1,0,0,0,0,0,216.086,3,0,0,0,0,0,0,
13233,"Polk County, Georgia",GA,55308.0,43365.0,139.73,14.47,-0.6052,-0.5752,0,0,0,0,0,0,0,0,0,310.34,3,0,0,0,0,0,0,
13235,"Pulaski County, Georgia",GA,47688.0,9893.0,39.69,12.0,-0.4048,-0.3702,0,0,0,0,0,0,0,0,0,249.261,3,0,0,0,0,0,0,
13237,"Putnam County, Georgia",GA,64163.0,22524.0,65.35,28.28,-0.4225,-0.3999,0,0,0,0,0,0,0,0,0,344.682,3,0,0,0,0,0,0,
13239,"Quitman County, Georgia",GA,36838.0,2092.0,13.83,8.95,-0.1544,-0.1092,0,0,0,0,0,0,0,0,0,151.237,3,0,0,0,0,0,0,
13241,"Rabun County, Georgia",GA,61466.0,17107.0,46.22,29.94,-0.5688,-0.6094,0,0,0,0,0,0,0,0,0,370.134,3,0,0,0,0,0,0,
13243,"Randolph County, Georgia",GA,25425.0,6270.0,14.64,15.01,0.0763,0.113,0,0,0,0,0,0,0,0,0,428.236,3,0,0,0,0,0,0,
13245,"Richmond County, Georgia",GA,53197.0,206040.0,635.26,24.06,0.3612,0.3238,0,0,2,0,0,0,0,0,0,324.34,3,0,0,0,0,0,0,
13247,"Rockdale County, Georgia",GA,72349.0,94293.0,726.34,29.1,0.4751,0.2592,0,0,1,1,0,0,0,1,1,129.819,3,0,0,0,0,0,0,
13249,"Schley County, Georgia",GA,59647.0,4539.0,27.19,19.04,-0.6248,-0.561,0,0,0,0,0,0,0,0,0,166.909,3,0,0,0,0,0,0,
13251,"Screven County, Georgia",GA,53017.0,14057.0,21.77,14.74,-0.252,-0.1763,0,0,0,0,0,0,0,0,0,645.821,3,0,0,0,0,0,0,
13253,"Seminole County, Georgia",GA,49559.0,9117.0,38.38,15.82,-0.4043,-0.3235,0,0,0,0,0,0,0,0,0,237.546,3,0,0,0,0,0,0,
13255,"Spalding County, Georgia",GA,60217.0,68215.0,348.09,17.87,-0.1666,-0.2424,0,0,2,1,0,0,0,1,1,195.97,3,0,0,0,0,0,0,
13257,"Stephens County, Georgia",GA,52264.0,26842.0,150.07,14.88,-0.6281,-0.5991,0,0,0,0,0,0,0,0,0,178.862,3,0,0,0,0,0,0,
13259,"Stewart County, Georgia",GA,35000.0,4978.0,10.85,12.33,0.1627,0.2021,0,0,0,0,0,0,0,0,0,458.748,3,0,0,0,0,0,0,
13261,"Sumter County, Georgia",GA,41877.0,29174.0,60.42,21.28,0.0222,0.0223,0,0,0,0,0,0,0,0,0,482.877,3,0,0,0,0,0,0,
13263,"Talbot County, Georgia",GA,45098.0,5753.0,14.7,15.05,0.1199,0.2482,0,0,0,0,0,0,0,0,0,391.377,3,0,0,0,0,0,0,
13265,"Taliaferro County, Georgia",GA,48036.0,1740.0,8.94,9.92,0.1493,0.2185,0,0,0,0,0,0,0,0,0,194.607,3,0,0,0,0,0,0,
13267,"Tattnall County, Georgia",GA,52351.0,24215.0,50.36,14.64,-0.5343,-0.4963,0,0,0,0,0,0,0,0,0,480.84,3,0,0,0,0,0,0,
13269,"Taylor County, Georgia",GA,41743.0,7786.0,20.67,18.15,-0.3099,-0.2255,0,0,0,0,0,0,0,0,0,376.686,3,0,0,0,0,0,0,
13271,"Telfair County, Georgia",GA,44948.0,12174.0,27.84,10.07,-0.393,-0.2994,0,0,0,0,0,0,0,0,0,437.307,3,0,0,0,0,0,0,
13273,"Terrell County, Georgia",GA,43812.0,8941.0,26.63,11.53,0.041,0.0945,0,0,0,0,0,0,0,0,0,335.791,3,0,0,0,0,0,0,
13275,"Thomas County, Georgia",GA,60140.0,45696.0,83.9,23.64,-0.2411,-0.2182,0,0,1,1,0,0,0,1,1,544.633,3,0,0,0,0,0,0,
13277,"Tift County, Georgia",GA,53165.0,41322.0,158.39,20.19,-0.3566,-0.3742,0,0,0,0,0,0,0,0,0,260.89,3,0,0,0,0,0,0,
13279,"Toombs County, Georgia",GA,54130.0,26943.0,74.02,19.47,-0.5071,-0.4693,0,0,0,0,0,0,0,0,0,364.013,3,0,0,0,0,0,0,
13281,"Towns County, Georgia",GA,58400.0,12739.0,76.52,32.85,-0.623,-0.6201,0,0,0,0,0,0,0,0,0,166.479,3,0,0,0,0,0,0,
13283,"Treutlen County, Georgia",GA,43750.0,6387.0,32.03,12.82,-0.4441,-0.3511,0,0,0,0,0,0,0,0,0,199.431,3,0,0,0,0,0,0,
13285,"Troup County, Georgia",GA,54905.0,69821.0,168.65,22.47,-0.2439,-0.2344,0,0,4,2,0,0,0,0,0,414.009,3,0,0,0,0,0,0,
13287,"Turner County, Georgia",GA,39565.0,8915.0,31.24,11.08,-0.2849,-0.251,0,0,0,0,0,0,0,0,0,285.417,3,0,0,0,0,0,0,
13289,"Twiggs County, Georgia",GA,55439.0,7869.0,21.9,10.91,-0.1468,-0.0158,0,0,1,0,0,0,1,0,0,359.26,3,0,0,0,0,0,0,
13291,"Union County, Georgia",GA,65697.0,25598.0,79.48,25.72,-0.6246,-0.6551,0,0,0,0,0,0,0,0,0,322.083,3,0,0,0,0,0,0,
13293,"Upson County, Georgia",GA,50904.0,27856.0,86.12,14.83,-0.3975,-0.3494,0,0,0,0,0,0,0,0,0,323.467,3,0,0,0,0,0,0,
13295,"Walker County, Georgia",GA,55887.0,68449.0,153.37,20.07,-0.593,-0.6151,0,0,0,0,0,0,0,0,0,446.286,3,0,0,0,0,0,0,
13297,"Walton County, Georgia",GA,82381.0,100361.0,307.08,24.92,-0.4591,-0.5644,0,0,1,1,0,0,0,1,1,326.82,3,0,0,0,0,0,0,
13299,"Ware County, Georgia",GA,44833.0,35958.0,39.99,15.02,-0.4316,-0.4174,0,0,0,0,0,0,0,0,0,899.24,3,0,0,0,0,0,0,
13301,"Warren County, Georgia",GA,46776.0,5175.0,18.2,12.67,0.0471,0.1381,0,0,0,0,0,0,0,0,0,284.358,3,0,0,0,0,0,0,
13303,"Washington County, Georgia",GA,44009.0,19893.0,29.32,17.47,-0.0191,0.0058,0,0,0,0,0,0,0,0,0,678.526,3,0,0,0,0,0,0,
13305,"Wayne County, Georgia",GA,49562.0,30519.0,47.55,14.01,-0.5975,-0.5887,0,0,0,0,0,0,0,0,0,641.813,3,0,0,0,0,0,0,
13307,"Webster County, Georgia",GA,40764.0,2348.0,11.2,11.34,-0.1841,-0.1427,0,0,0,0,0,0,0,0,0,209.657,3,0,0,0,0,0,0,
13309,"Wheeler County, Georgia",GA,45262.0,7434.0,25.16,12.21,-0.4508,-0.3687,0,0,0,0,0,0,0,0,0,295.49,3,0,0,0,0,0,0,
13311,"White County, Georgia",GA,69747.0,28454.0,118.19,24.27,-0.6851,-0.6863,0,0,0,0,0,0,0,0,0,240.744,3,0,0,0,0,0,0,
13313,"Whitfield County, Georgia",GA,64262.0,103118.0,355.03,19.35,-0.4445,-0.4476,0,0,1,0,0,0,0,0,0,290.445,3,0,0,0,0,0,0,
13315,"Wilcox County, Georgia",GA,48036.0,8784.0,23.25,14.08,-0.4918,-0.4184,0,0,0,0,0,0,0,0,0,377.811,3,0,0,0,0,0,0,
13317,"Wilkes County, Georgia",GA,52542.0,9553.0,20.35,15.75,-0.1685,-0.1622,0,0,0,0,0,0,0,0,0,469.501,3,0,0,0,0,0,0,
13319,"Wilkinson County, Georgia",GA,46673.0,8795.0,19.58,12.69,-0.1785,-0.1027,0,0,0,0,0,0,0,0,0,449.214,3,0,0,0,0,0,0,
13321,"Worth County, Georgia",GA,57201.0,20575.0,36.05,11.29,-0.5039,-0.4995,0,0,0,0,0,0,0,0,0,570.691,3,0,0,0,0,0,0,
15001,"Hawaii County, Hawaii",HI,77215.0,203684.0,50.56,30.9,0.2827,0.3663,0,0,0,0,0,0,0,0,0,4028.431,0,0,0,0,0,0,0,
15003,"Honolulu County, Hawaii",HI,104264.0,1003666.0,1670.59,37.72,0.2165,0.2987,0,0,0,0,0,0,0,0,0,600.786,0,0,0,0,0,0,0,
15005,"Kalawao County, Hawaii",HI,86250.0,43.0,3.59,32.56,,,0,0,0,0,0,0,0,0,0,11.991,0,0,0,0,0,0,0,
15007,"Kauai County, Hawaii",HI,93612.0,73610.0,118.76,30.24,0.1953,0.3373,0,0,0,0,0,0,0,0,0,619.84,0,0,0,0,0,0,0,
15009,"Maui County, Hawaii",HI,95076.0,164632.0,141.74,30.07,0.2589,0.3857,0,0,0,0,0,0,0,0,0,1161.54,0,0,0,0,0,0,0,
16001,"Ada County, Idaho",ID,88907.0,508052.0,482.93,43.9,-0.1034,-0.0924,3,1,5,0,1,3,1,1,1,1052.016,2,3,0,0,0,0,0,
16003,"Adams County, Idaho",ID,59286.0,4599.0,3.37,21.3,-0.545,-0.5227,0,0,0,0,0,0,0,0,0,1362.805,2,0,0,0,0,0,0,
16005,"Bannock County, Idaho",ID,64080.0,88457.0,79.51,30.21,-0.2508,-0.2047,0,0,1,0,0,0,0,0,0,1112.489,2,0,0,0,0,0,0,
16007,"Bear Lake County, Idaho",ID,67304.0,6552.0,6.71,20.33,-0.7705,-0.6653,1,1,0,0,0,0,0,0,0,975.728,2,1,0,0,0,0,0,
16009,"Benewah County, Idaho",ID,56553.0,9913.0,12.76,19.8,-0.6141,-0.5537,0,0,0,0,0,0,0,0,0,776.931,2,0,0,0,0,0,0,
16011,"Bingham County, Idaho",ID,76842.0,48993.0,23.4,20.79,-0.5963,-0.4802,0,0,0,0,0,0,0,0,0,2093.732,2,0,0,0,0,0,0,
16013,"Blaine County, Idaho",ID,84470.0,24579.0,9.32,45.53,0.3166,0.2869,0,0,0,0,0,0,0,0,0,2637.738,2,0,0,0,0,0,0,
16015,"Boise County, Idaho",ID,77349.0,8045.0,4.24,29.95,-0.5422,-0.4974,0,0,0,0,0,0,0,0,0,1899.556,2,0,0,0,0,0,0,
16017,"Bonner County, Idaho",ID,65168.0,49456.0,28.53,28.93,-0.4614,-0.3021,0,0,0,0,0,0,0,0,0,1733.225,2,0,0,0,0,0,0,
16019,"Bonneville County, Idaho",ID,76646.0,127056.0,68.09,32.21,-0.4537,-0.4019,0,0,0,0,0,0,0,0,0,1865.96,2,0,0,0,0,0,0,
16021,"Boundary County, Idaho",ID,62438.0,12695.0,10.01,19.58,-0.6539,-0.5546,0,0,0,0,0,0,0,0,0,1268.679,2,0,0,0,0,0,0,
16023,"Butte County, Idaho",ID,43281.0,2654.0,1.19,13.82,-0.7249,-0.613,0,0,0,0,0,0,0,0,0,2236.487,2,0,0,0,0,0,0,
16025,"Camas County, Idaho",ID,55536.0,1155.0,1.08,27.41,-0.5412,-0.5008,0,0,0,0,0,0,0,0,0,1074.234,2,0,0,0,0,0,0,
16027,"Canyon County, Idaho",ID,72355.0,242405.0,412.92,22.83,-0.4662,-0.4176,0,0,0,0,0,0,0,0,0,587.05,2,0,0,0,0,0,0,
16029,"Caribou County, Idaho",ID,66653.0,7118.0,4.03,15.52,-0.7121,-0.6603,0,0,0,0,0,0,0,0,0,1764.194,2,0,0,0,0,0,0,
16031,"Cassia County, Idaho",ID,67042.0,25165.0,9.81,20.9,-0.6906,-0.6008,0,0,0,0,0,0,0,0,0,2565.61,2,0,0,0,0,0,0,
16033,"Clark County, Idaho",ID,52083.0,776.0,0.44,17.3,-0.6907,-0.5618,0,0,0,0,0,0,0,0,0,1763.145,2,0,0,0,0,0,0,
16035,"Clearwater County, Idaho",ID,57961.0,8921.0,3.63,19.45,-0.6283,-0.5651,0,0,0,0,0,0,0,0,0,2457.314,2,0,0,0,0,0,0,
16037,"Custer County, Idaho",ID,56957.0,4411.0,0.9,25.2,-0.5328,-0.5595,0,0,0,0,0,0,0,0,0,4922.177,2,0,0,0,0,0,0,
16039,"Elmore County, Idaho",ID,58976.0,29046.0,9.45,21.2,-0.4854,-0.4698,0,0,0,0,0,0,0,0,0,3075.079,2,0,0,0,0,0,0,
16041,"Franklin County, Idaho",ID,65991.0,14715.0,22.19,21.47,-0.7762,-0.6394,0,0,0,0,0,0,0,0,0,663.019,2,0,0,0,0,0,0,
16043,"Fremont County, Idaho",ID,72767.0,13701.0,7.35,21.75,-0.6895,-0.602,0,0,0,0,0,0,0,0,0,1863.96,2,0,0,0,0,0,0,
16045,"Gem County, Idaho",ID,66245.0,19854.0,35.47,22.28,-0.6599,-0.5975,0,0,0,0,0,0,0,0,0,559.769,2,0,0,0,0,0,0,
16047,"Gooding County, Idaho",ID,62395.0,15740.0,21.58,17.05,-0.6043,-0.5419,0,0,0,0,0,0,0,0,0,729.322,2,0,0,0,0,0,0,
16049,"Idaho County, Idaho",ID,60975.0,17120.0,2.02,22.0,-0.6784,-0.6378,0,0,0,0,0,0,0,0,0,8477.499,2,0,0,0,0,0,0,
16051,"Jefferson County, Idaho",ID,82952.0,32234.0,29.47,27.18,-0.7327,-0.6503,0,0,0,0,0,0,0,0,0,1093.681,2,0,0,0,0,0,0,
16053,"Jerome County, Idaho",ID,69338.0,24788.0,41.48,13.36,-0.5374,-0.4903,0,0,0,0,0,0,0,0,0,597.543,2,0,0,0,0,0,0,
16055,"Kootenai County, Idaho",ID,77034.0,177736.0,143.59,28.76,-0.5184,-0.4252,0,0,1,0,0,0,0,0,0,1237.78,2,0,0,0,0,0,0,
16057,"Latah County, Idaho",ID,65179.0,40315.0,37.47,44.9,-0.0797,0.0462,0,0,0,0,0,0,0,0,0,1075.867,2,0,0,0,0,0,0,
16059,"Lemhi County, Idaho",ID,52057.0,8166.0,1.79,22.92,-0.5496,-0.56,0,0,0,0,0,0,0,0,0,4563.695,2,0,0,0,0,0,0,
16061,"Lewis County, Idaho",ID,49643.0,3649.0,7.62,19.98,-0.65,-0.5862,0,0,0,0,0,0,0,0,0,478.822,2,0,0,0,0,0,0,
16063,"Lincoln County, Idaho",ID,66038.0,5276.0,4.39,11.63,-0.5603,-0.4714,0,0,0,0,0,0,0,0,0,1201.364,2,0,0,0,0,0,0,
16065,"Madison County, Idaho",ID,58259.0,53578.0,114.17,40.32,-0.6428,-0.4934,1,1,0,0,0,0,0,0,0,469.267,2,1,0,0,0,0,0,
16067,"Minidoka County, Idaho",ID,70060.0,21922.0,28.96,16.84,-0.6327,-0.5415,0,0,0,0,0,0,0,0,0,756.996,2,0,0,0,0,0,0,
16069,"Nez Perce County, Idaho",ID,71466.0,42477.0,50.07,26.76,-0.3864,-0.3414,0,0,0,0,0,0,0,0,0,848.32,2,0,0,0,0,0,0,
16071,"Oneida County, Idaho",ID,72563.0,4681.0,3.9,26.18,-0.7595,-0.6514,0,0,0,0,0,0,0,0,0,1198.951,2,0,0,0,0,0,0,
16073,"Owyhee County, Idaho",ID,59773.0,12284.0,1.6,13.68,-0.6758,-0.6278,0,0,0,0,0,0,0,0,0,7668.204,2,0,0,0,0,0,0,
16075,"Payette County, Idaho",ID,65723.0,26190.0,64.37,19.63,-0.6287,-0.5986,0,0,0,0,0,0,0,0,0,406.893,2,0,0,0,0,0,0,
16077,"Power County, Idaho",ID,59760.0,8018.0,5.71,16.67,-0.4508,-0.3506,0,0,0,0,0,0,0,0,0,1403.826,2,0,0,0,0,0,0,
16079,"Shoshone County, Idaho",ID,49975.0,13580.0,5.15,11.53,-0.494,-0.3736,0,0,0,0,0,0,0,0,0,2637.425,2,0,0,0,0,0,0,
16081,"Teton County, Idaho",ID,90740.0,12101.0,26.95,48.25,0.0684,-0.0008,0,0,0,0,0,0,0,0,0,449.091,2,0,0,0,0,0,0,
16083,"Twin Falls County, Idaho",ID,65338.0,92121.0,47.94,23.0,-0.4881,-0.4458,0,0,0,0,0,0,0,0,0,1921.714,2,0,0,0,0,0,0,
16085,"Valley County, Idaho",ID,76125.0,12136.0,3.31,35.36,-0.1858,-0.1856,0,0,0,0,0,0,0,0,0,3665.119,2,0,0,0,0,0,0,
