opp_id,project_id,match_probability,match_weight,rule_status,manual_action,opp_incident,opp_date,opp_state,project_name,gamma_state,gamma_county,gamma_city,gamma_name_norm,gamma_company_tokens,gamma_name_tokens,gamma_lat_lon,gamma_name_in_summary
opp_021c2c472697,prj_289,0.956961,4.4747,unlinked,,Berkeley County,2026-02-26,WV,QTS Kearneysville Data Center Complex,1,0,-1,0,0,0,2,1
opp_fdc90b5fee1f,prj_233,0.950758,4.2711,unlinked,,Hazle Township,2025-11-18,PA,West Hazleton Data Center,1,1,0,0,0,0,3,0
opp_8ab6aa474736,prj_223,0.950758,4.2711,unlinked,,Olyphant Borough,2026-04-14,PA,Jessup Sunnyside Data Center,1,1,0,0,0,0,3,0
opp_da034c7fb04e,prj_273,0.950758,4.2711,review_candidate,,Conshohocken / Plymouth Township,2025-10-01,PA,600 River Road Data Center,1,1,0,0,0,0,3,0
opp_da034c7fb04e,prj_272,0.950758,4.2711,unlinked,,Conshohocken / Plymouth Township,2025-10-01,PA,Renaissance Boulevard Data Center Campus,1,1,0,0,0,0,3,0
opp_2dbe6b3f9923,prj_116,0.950758,4.2711,unlinked,,"Millville Board of Commissioners (Cumberland County — total data center ban), NJ",2026-05-19,NJ,DataOne Vineland,1,1,0,0,0,0,3,0
opp_087b3a1f9a91,prj_232,0.950758,4.2711,unlinked,,Lackawanna County,2025-10-01,PA,Dickson City Data Centers,1,1,0,0,0,0,3,0
opp_4178542bc45d,prj_223,0.950758,4.2711,unlinked,,Archbald Borough,2026-03-27,PA,Jessup Sunnyside Data Center,1,1,0,0,0,0,3,0
opp_ec7559165f38,prj_274,0.950758,4.2711,unlinked,,"Plymouth Township (Montgomery County — Cleveland-Cliffs steel mill site data center resubmitted after legal-technicality withdrawal), PA",2026-05-05,PA,3200 Horizon Drive Data Center,1,1,0,0,0,0,3,0
opp_24a68fe9d847,prj_269,0.950758,4.2711,unlinked,,Dickson City,2026-02-13,PA,Project Triboro,1,1,0,0,0,0,3,0
opp_8ab6aa474736,prj_232,0.950758,4.2711,unlinked,,Olyphant Borough,2026-04-14,PA,Dickson City Data Centers,1,1,0,0,0,0,3,0
opp_78f2befc3676,prj_223,0.950758,4.2711,unlinked,,Archbald,2025-11-01,PA,Jessup Sunnyside Data Center,1,1,0,0,0,0,3,0
opp_660d40c453a6,prj_328,0.950758,4.2711,unlinked,,Cumberland County,2026-06-15,NC,Terra Nexus Custer Avenue Data Center,1,1,0,0,0,0,3,0
opp_087b3a1f9a91,prj_223,0.950758,4.2711,unlinked,,Lackawanna County,2025-10-01,PA,Jessup Sunnyside Data Center,1,1,0,0,0,0,3,0
opp_83d204607b21,prj_223,0.950758,4.2711,unlinked,,Blakely,2025-09-12,PA,Jessup Sunnyside Data Center,1,1,0,0,0,0,3,0
opp_579c6221cd23,prj_150,0.950758,4.2711,unlinked,reject,North Carolina (statewide convening),2026-03-25,NC,Greensboro Dream Center,1,1,0,0,0,0,3,0
opp_da034c7fb04e,prj_274,0.950758,4.2711,unlinked,,Conshohocken / Plymouth Township,2025-10-01,PA,3200 Horizon Drive Data Center,1,1,0,0,0,0,3,0
opp_087b3a1f9a91,prj_208,0.950758,4.2711,unlinked,,Lackawanna County,2025-10-01,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,3,0
opp_83d204607b21,prj_208,0.950758,4.2711,unlinked,,Blakely,2025-09-12,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,3,0
opp_8ab6aa474736,prj_206,0.950758,4.2711,unlinked,,Olyphant Borough,2026-04-14,PA,Blakely AI Data Center,1,1,0,0,0,0,3,0
opp_36592d45dc30,prj_28,0.950758,4.2711,review_candidate,,St. Joseph County,2025-12-10,IN,South Bend Data Center,1,1,0,0,0,0,3,0
opp_ec7559165f38,prj_273,0.950758,4.2711,review_candidate,,"Plymouth Township (Montgomery County — Cleveland-Cliffs steel mill site data center resubmitted after legal-technicality withdrawal), PA",2026-05-05,PA,600 River Road Data Center,1,1,0,0,0,0,3,0
opp_83d204607b21,prj_204,0.950758,4.2711,unlinked,,Blakely,2025-09-12,PA,Wildcat Ridge AI Data Center,1,1,0,0,0,0,3,0
opp_83d204607b21,prj_207,0.950758,4.2711,unlinked,,Blakely,2025-09-12,PA,Project Boson,1,1,0,0,0,0,3,0
opp_4178542bc45d,prj_208,0.950758,4.2711,unlinked,,Archbald Borough,2026-03-27,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,3,0
opp_18e2c9d1787f,prj_299,0.950758,4.2711,review_candidate,,New York (100+ groups coalition),2026-03-02,NY,Albany Kenwood Data Center,1,1,0,0,0,0,3,0
opp_d76caad009e7,prj_59,0.950758,4.2711,review_candidate,,Burgin City Council (annexation for hyperscale data center),2026-07-09,KY,Harrodsburg Data Center,1,1,0,0,0,0,3,0
opp_8ab6aa474736,prj_208,0.950758,4.2711,unlinked,,Olyphant Borough,2026-04-14,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,3,0
opp_062ff8f63413,prj_121,0.950758,4.2711,unlinked,reject,Roselle Park,2026-05-21,NJ,CoreWeave Kenilworth,1,1,0,0,0,0,3,0
opp_24a68fe9d847,prj_204,0.950758,4.2711,unlinked,,Dickson City,2026-02-13,PA,Wildcat Ridge AI Data Center,1,1,0,0,0,0,3,0
opp_087b3a1f9a91,prj_206,0.950758,4.2711,unlinked,,Lackawanna County,2025-10-01,PA,Blakely AI Data Center,1,1,0,0,0,0,3,0
opp_83d204607b21,prj_269,0.950758,4.2711,unlinked,,Blakely,2025-09-12,PA,Project Triboro,1,1,0,0,0,0,3,0
opp_087b3a1f9a91,prj_269,0.950758,4.2711,review_candidate,,Lackawanna County,2025-10-01,PA,Project Triboro,1,1,0,0,0,0,3,0
opp_5b572a5511f3,prj_77,0.950758,4.2711,review_candidate,,Village of Romeo,2026-01-26,MI,32 Mile Road Technical Campus,1,1,0,0,0,0,3,0
opp_85c341ac84b7,prj_293,0.950758,4.2711,unlinked,,West Rockhill Township (Bucks County),2026-04-15,PA,Quakertown Data Center Park,1,1,0,0,0,0,3,0
opp_78f2befc3676,prj_208,0.950758,4.2711,unlinked,,Archbald,2025-11-01,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,3,0
opp_8ab6aa474736,prj_204,0.950758,4.2711,unlinked,,Olyphant Borough,2026-04-14,PA,Wildcat Ridge AI Data Center,1,1,0,0,0,0,3,0
opp_c1c9c7fd466b,prj_169,0.950758,4.2711,review_candidate,,Commercial Point / Scioto Township (Pickaway County),2026-03-01,OH,Ashville Data Center,1,1,0,0,0,0,3,0
opp_8d21af184d54,prj_324,0.950758,4.2711,unlinked,,Mississippi (statewide Amazon expansion),2026-04-09,MS,Prado AI Industrial Campus,1,1,0,0,0,0,3,0
opp_83d204607b21,prj_227,0.950758,4.2711,unlinked,,Blakely,2025-09-12,PA,Archbald I LLC Data Center Campuses,1,1,0,0,0,0,3,0
opp_dec2b8e1481c,prj_228,0.950758,4.2711,unlinked,,South Whitehall Township,2026-05-12,PA,Former Air Products Headquarters Data Center,1,1,0,0,0,0,3,0
opp_5702ca2728a1,prj_293,0.950758,4.2711,unlinked,,East Rockhill Township (Bucks County),2026-02-24,PA,Quakertown Data Center Park,1,1,0,0,0,0,3,0
opp_f1be2c5b7a48,prj_253,0.946625,4.1486,unlinked,,Sugarloaf Township / Hazle Twp / Black Creek Twp / Nescopeck Twp,2026-02-24,PA,Briar Creek Township Data Center Zoning Overlay,1,0,0,0,0,2,2,0
opp_5da8b1761ef7,prj_71,0.946425,4.1428,unlinked,,Baltimore City,2026-03-23,MD,Johns Hopkins Data Science and Artificial Intelligence Institute (DSAI),1,-1,1,0,0,0,3,0
opp_ed02cb0aded6,prj_24,0.945275,4.1105,unlinked,,Delaware (Coastal Zone Appeal),2026-03-26,DE,White Clay Creek Business Park Data Center Redevelopment,1,1,-1,0,0,0,2,0
opp_349ffc8c5004,prj_70,0.945275,4.1105,review_candidate,,Charles County,2026-03-02,MD,Piney Reach Data Center Development,1,1,-1,0,0,0,2,0
opp_29f4866c4a53,prj_177,0.945275,4.1105,unlinked,,Jerome Township,2025-09-03,OH,"Cipher Mining's ""Ulysses""",1,1,-1,0,0,0,2,0
opp_27089c8e0cf3,prj_24,0.945275,4.1105,unlinked,,New Castle County,2026-02-04,DE,White Clay Creek Business Park Data Center Redevelopment,1,1,-1,0,0,0,2,0
opp_226c26d5fb53,prj_264,0.937365,3.9036,unlinked,,Hanover Township,2026-03-31,PA,Champion Data Center Project,1,1,0,0,0,0,2,0
opp_fa2cfb1ca9ac,prj_119,0.937365,3.9036,review_candidate,,"Old Bridge Township (drafting permanent data center ban), NJ",2026-06-12,NJ,New Brunswick Data Center,1,1,0,0,0,0,2,0
opp_940f4bf80f61,prj_167,0.937365,3.9036,unlinked,,City of Trenton,2026-03-30,OH,Hamilton Data Center,1,1,0,0,0,0,2,0
opp_634fa6fff5c1,prj_244,0.937365,3.9036,unlinked,,Nesquehoning Borough,2026-01-01,PA,NorthPoint Spring Mountain Data Center,1,1,0,0,0,0,2,0
opp_3e4046d6da58,prj_164,0.937365,3.9036,unlinked,,St. Albans Township,2026-03-10,OH,QTS New Albany Data Center Campus,1,1,0,0,0,0,2,0
opp_e1555ad34dbe,prj_67,0.937365,3.9036,review_candidate,,Prince George's County Council (2-year data center moratorium),2026-07-07,MD,Brightseat Tech Park Data Center Development,1,1,0,0,0,0,2,0
opp_d410fe5c52a0,prj_195,0.937365,3.9036,unlinked,,Monroe Township (Adams County),2026-03-09,OH,Killen Revitilization Project,1,1,0,0,0,0,2,0
opp_fb11da4e8a3a,prj_176,0.937365,3.9036,unlinked,,Lordstown,2025-10-01,OH,Bitdeer Weathersfield Project,1,1,0,0,0,0,2,0
opp_64b33f101885,prj_119,0.937365,3.9036,unlinked,,Monroe Township Council (ordinance striking 'data processing facilities' from zoning code),2026-06-29,NJ,New Brunswick Data Center,1,1,0,0,0,0,2,0
opp_24a68fe9d847,prj_237,0.937365,3.9036,unlinked,,Dickson City,2026-02-13,PA,Ransom Township Data Center,1,1,0,0,0,0,2,0
opp_49fe5d4e8584,prj_119,0.937365,3.9036,review_candidate,,Sayreville Borough,2026-06-15,NJ,New Brunswick Data Center,1,1,0,0,0,0,2,0
opp_327954304e05,prj_59,0.937365,3.9036,review_candidate,,Mercer County Fiscal Court,2026-07-14,KY,Harrodsburg Data Center,1,1,0,0,0,0,2,0
opp_9901ad833120,prj_281,0.937365,3.9036,unlinked,,EPA (Memphis ozone non-attainment petition),2025-06-05,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_694458bf138a,prj_281,0.937365,3.9036,unlinked,,Memphis (NAACP/SELC 60-day NOI to sue xAI Colossus 1),2025-06-17,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_7690ccb1bb24,prj_176,0.937365,3.9036,review_candidate,,"City of Hubbard (Trumbull County — moratorium drafted amid 'Project Milo' NDA controversy), OH",2026-06-02,OH,Bitdeer Weathersfield Project,1,1,0,0,0,0,2,0
opp_7455a1e39a1e,prj_281,0.937365,3.9036,unlinked,,Shelby County Health Department (xAI 15-turbine permit issuance),2025-07-02,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_b9342d9410a8,prj_176,0.937365,3.9036,unlinked,,"Lordstown Village Council, OH",2026-06-16,OH,Bitdeer Weathersfield Project,1,1,0,0,0,0,2,0
opp_f5b1e160deb4,prj_281,0.937365,3.9036,unlinked,,Memphis & Shelby County Air Pollution Control Board (xAI appeal filing),2025-07-15,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_64bdcdf8bd65,prj_281,0.937365,3.9036,unlinked,,Shelby County Health Department (xAI enforcement letter),2024-08-26,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_9e90ce39a97b,prj_165,0.937365,3.9036,unlinked,reject,Dublin City Council (West Innovation District rezoning),2026-07-01,OH,AWS Hillard Campus,1,1,0,0,0,0,2,0
opp_78f2befc3676,prj_237,0.937365,3.9036,unlinked,,Archbald,2025-11-01,PA,Ransom Township Data Center,1,1,0,0,0,0,2,0
opp_579c6221cd23,prj_138,0.937365,3.9036,unlinked,,North Carolina (statewide convening),2026-03-25,NC,High Point Data Center,1,1,0,0,0,0,2,0
opp_72e5b51624fe,prj_273,0.937365,3.9036,review_candidate,,Towamencin Township,2026-05-06,PA,600 River Road Data Center,1,1,0,0,0,0,2,0
opp_20b5ac3fa00e,prj_317,0.937365,3.9036,unlinked,,Westfield,2024-11-01,MA,Holyoke Data Center,1,1,0,0,0,0,2,0
opp_f65b986d4fd8,prj_36,0.937365,3.9036,unlinked,,Martindale-Brightwood (Indianapolis),2026-02-12,IN,Project Flo,1,1,0,0,0,0,2,0
opp_7f43ef5e9f13,prj_204,0.937365,3.9036,unlinked,,Ransom Township,2026-02-27,PA,Wildcat Ridge AI Data Center,1,1,0,0,0,0,2,0
opp_66c659e5fd34,prj_74,0.937365,3.9036,unlinked,,York Township,2026-02-12,MI,Project Mitten / The Barn,1,1,0,0,0,0,2,0
opp_057d2921cf52,prj_36,0.937365,3.9036,unlinked,,Indiana (HB 1210 community payments),2026-01-27,IN,Project Flo,1,1,0,0,0,0,2,0
opp_087b3a1f9a91,prj_205,0.937365,3.9036,unlinked,,Lackawanna County,2025-10-01,PA,Project Gravity,1,1,0,0,0,0,2,0
opp_3e4046d6da58,prj_189,0.937365,3.9036,unlinked,,St. Albans Township,2026-03-10,OH,Microsoft New Albany Data Center,1,1,0,0,0,0,2,0
opp_8628ac3ee734,prj_103,0.937365,3.9036,review_candidate,,Brentwood,2026-04-06,MO,Armory Innovation Data Center,1,1,0,0,0,0,2,0
opp_8e218428e406,prj_33,0.937365,3.9036,unlinked,,Indianapolis (Department of Metropolitan Development / City-County Council),2026-04-23,IN,Decatur Technology Park,1,1,0,0,0,0,2,0
opp_5be96f62ca1f,prj_214,0.937365,3.9036,unlinked,,Upper Macungie Township,2026-02-26,PA,Allentown Warehouse Conversion Data Center,1,1,0,0,0,0,2,0
opp_57fa6113f9f3,prj_269,0.937365,3.9036,unlinked,,"Moosic Borough (comprehensive data center ordinance), PA",2026-06-08,PA,Project Triboro,1,1,0,0,0,0,2,0
opp_5559c86cd09d,prj_33,0.937365,3.9036,unlinked,,"Indianapolis / Marion County (City-County Council nonbinding moratorium resolution, Prop. 158), IN",2026-05-15,IN,Decatur Technology Park,1,1,0,0,0,0,2,0
opp_e50cf18fe4db,prj_215,0.937365,3.9036,unlinked,,Hampden Township,2025-09-01,PA,PAX – Pennsylvania Digital I,1,1,0,0,0,0,2,0
opp_f419a77d93d0,prj_75,0.937365,3.9036,review_candidate,,City of Taylor,2026-01-01,MI,Project Cannoli,1,1,0,0,0,0,2,0
opp_57fa6113f9f3,prj_237,0.937365,3.9036,review_candidate,,"Moosic Borough (comprehensive data center ordinance), PA",2026-06-08,PA,Ransom Township Data Center,1,1,0,0,0,0,2,0
opp_31c0843b45fe,prj_326,0.937365,3.9036,unlinked,,LaPorte County,2026-04-13,IN,Project Maize / Google Michigan City Data Center,1,1,0,0,0,0,2,0
opp_c511720b75b1,prj_248,0.937365,3.9036,unlinked,,Shippingport,2026-01-28,PA,Fezzik Aliquippa Data Center,1,1,0,0,0,0,2,0
opp_3d5a5cf860af,prj_81,0.937365,3.9036,unlinked,,Pittsfield Township,2025-11-18,MI,Ypsilanti University of Michigan × Los Alamos Supercomputing Research Center,1,1,0,0,0,0,2,0
opp_caecccbb73b8,prj_166,0.937365,3.9036,unlinked,,City of Hamilton,2025-11-12,OH,Project Mila / Trenton Industrial Park Data Center,1,1,0,0,0,0,2,0
opp_c4939d76e390,prj_167,0.937365,3.9036,unlinked,,Butler County,2026-06-16,OH,Hamilton Data Center,1,1,0,0,0,0,2,0
opp_fcaee30f5d9f,prj_273,0.937365,3.9036,review_candidate,,Montgomery Township,2026-03-23,PA,600 River Road Data Center,1,1,0,0,0,0,2,0
opp_60d0a6f70af7,prj_167,0.937365,3.9036,unlinked,,"Liberty Township, Butler County (data center PUD-review requirement), OH",2026-06-15,OH,Hamilton Data Center,1,1,0,0,0,0,2,0
opp_cf34f13718dd,prj_176,0.937365,3.9036,review_candidate,,Vienna Township,2026-02-01,OH,Bitdeer Weathersfield Project,1,1,0,0,0,0,2,0
opp_ae02c8386641,prj_74,0.937365,3.9036,unlinked,,Lodi Township,2026-02-03,MI,Project Mitten / The Barn,1,1,0,0,0,0,2,0
opp_0f775ec03993,prj_74,0.937365,3.9036,unlinked,,Manchester Township,2025-10-14,MI,Project Mitten / The Barn,1,1,0,0,0,0,2,0
opp_77983677a720,prj_203,0.937365,3.9036,unlinked,,Hollenback Township,2026-03-02,PA,Project Hazelnut,1,1,0,0,0,0,2,0
opp_8674462ce4e8,prj_111,0.937365,3.9036,unlinked,,Pacific,2026-02-25,MO,Gateway Digital Campus,1,1,0,0,0,0,2,0
opp_f1be2c5b7a48,prj_203,0.937365,3.9036,unlinked,,Sugarloaf Township / Hazle Twp / Black Creek Twp / Nescopeck Twp,2026-02-24,PA,Project Hazelnut,1,1,0,0,0,0,2,0
opp_7f43ef5e9f13,prj_205,0.937365,3.9036,unlinked,,Ransom Township,2026-02-27,PA,Project Gravity,1,1,0,0,0,0,2,0
opp_945600d23a7d,prj_203,0.937365,3.9036,unlinked,,Dorrance Township,2025-08-11,PA,Project Hazelnut,1,1,0,0,0,0,2,0
opp_8e45dc254c70,prj_176,0.937365,3.9036,unlinked,,Hubbard Township,2026-02-15,OH,Bitdeer Weathersfield Project,1,1,0,0,0,0,2,0
opp_3e4046d6da58,prj_187,0.937365,3.9036,unlinked,,St. Albans Township,2026-03-10,OH,Microsoft Heath Data Center,1,1,0,0,0,0,2,0
opp_0c2b8287973b,prj_208,0.937365,3.9036,unlinked,,City of Scranton,2026-03-17,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,2,0
opp_3e4046d6da58,prj_188,0.937365,3.9036,unlinked,,St. Albans Township,2026-03-10,OH,Microsoft Hebron Data Center,1,1,0,0,0,0,2,0
opp_800a31abdbf2,prj_209,0.937365,3.9036,unlinked,,Covington Township (Lackawanna County),2026-02-03,PA,Project Gold,1,1,0,0,0,0,2,0
opp_087b3a1f9a91,prj_207,0.937365,3.9036,unlinked,,Lackawanna County,2025-10-01,PA,Project Boson,1,1,0,0,0,0,2,0
opp_e8b0f17bc6c2,prj_74,0.937365,3.9036,unlinked,,Augusta Charter Township,2025-08-01,MI,Project Mitten / The Barn,1,1,0,0,0,0,2,0
opp_83d204607b21,prj_266,0.937365,3.9036,unlinked,,Blakely,2025-09-12,PA,Newton Township Data Center,1,1,0,0,0,0,2,0
opp_db8fb840800a,prj_74,0.937365,3.9036,unlinked,,Milan (Augusta Township),2025-10-01,MI,Project Mitten / The Barn,1,1,0,0,0,0,2,0
opp_e049359a3277,prj_281,0.937365,3.9036,unlinked,,Shelby County Commission (xAI public hearing resolution),2025-04-01,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_0235d4dd4a85,prj_305,0.937365,3.9036,unlinked,,Fisk University (self-developed data center/tech center opposition),2026-06-30,TN,Nashville DC Blox Data Center,1,1,0,0,0,0,2,0
opp_7f43ef5e9f13,prj_208,0.937365,3.9036,unlinked,,Ransom Township,2026-02-27,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,2,0
opp_24a68fe9d847,prj_208,0.937365,3.9036,unlinked,,Dickson City,2026-02-13,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,2,0
opp_3d338028f9c3,prj_281,0.937365,3.9036,unlinked,,Tennessee Valley Authority (xAI additional 150 MW),2026-02-11,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_35da1240ccc5,prj_281,0.937365,3.9036,unlinked,,Tennessee Department of Environment and Conservation (Colossus Water Recycle permit),2026-01-15,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_6b8a649077ec,prj_281,0.937365,3.9036,unlinked,,Memphis & Shelby County Air Pollution Control Board (xAI appeal dismissed),2025-12-16,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_f37aa63e4079,prj_23,0.937365,3.9036,review_candidate,,New Castle County,2026-03-11,DE,"St. Georges Business Park Data Center Development  / ""Frightland Project""",1,1,0,0,0,0,2,0
opp_2e7b25d60ea2,prj_281,0.937365,3.9036,unlinked,,Memphis City Council (xAI Community Benefit Ordinance),2025-08-01,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_19f0e90e2ecc,prj_317,0.937365,3.9036,unlinked,,"City of Westfield (1-year data center moratorium, final vote)",2026-07-06,MA,Holyoke Data Center,1,1,0,0,0,0,2,0
opp_b20bf1a74322,prj_38,0.937365,3.9036,unlinked,,"Indianapolis City-County Council (Metrobloks Martindale-Brightwood rezoning), IN",2026-05-04,IN,Pike Township Data Center,1,1,0,0,0,0,2,0
opp_5dc2341c2b96,prj_38,0.937365,3.9036,unlinked,,Indianapolis City-County Council,2026-04-21,IN,Pike Township Data Center,1,1,0,0,0,0,2,0
opp_e84d6893cfc1,prj_38,0.937365,3.9036,unlinked,,"Marion County Superior Court (Hoosier Environmental Council / Protect Martindale-Brightwood v. Metrobloks et al.), IN",2026-05-12,IN,Pike Township Data Center,1,1,0,0,0,0,2,0
opp_978f916fcce4,prj_81,0.937365,3.9036,unlinked,,"Saline Township (Washtenaw County) — OpenAI Stargate 'The Barn' construction-despite-rejection, MI",2026-05-06,MI,Ypsilanti University of Michigan × Los Alamos Supercomputing Research Center,1,1,0,0,0,0,2,0
opp_43db08a54206,prj_5,0.937365,3.9036,unlinked,,Bessemer,2026-07-13,AL,DC BLOX Birmingham,1,1,0,0,0,0,2,0
opp_079ba18862cf,prj_81,0.937365,3.9036,unlinked,,Washtenaw County Circuit Court (Haushalter intervention denied),2026-02-20,MI,Ypsilanti University of Michigan × Los Alamos Supercomputing Research Center,1,1,0,0,0,0,2,0
opp_9fd595e77727,prj_38,0.937365,3.9036,unlinked,,Indianapolis Metropolitan Development Commission (data center development standards recommendation),2026-07-01,IN,Pike Township Data Center,1,1,0,0,0,0,2,0
opp_8ab6aa474736,prj_266,0.937365,3.9036,unlinked,,Olyphant Borough,2026-04-14,PA,Newton Township Data Center,1,1,0,0,0,0,2,0
opp_72e5b51624fe,prj_274,0.937365,3.9036,unlinked,,Towamencin Township,2026-05-06,PA,3200 Horizon Drive Data Center,1,1,0,0,0,0,2,0
opp_ce83e374fc4f,prj_326,0.937365,3.9036,unlinked,,LaPorte,2026-05-18,IN,Project Maize / Google Michigan City Data Center,1,1,0,0,0,0,2,0
opp_78f2befc3676,prj_266,0.937365,3.9036,unlinked,,Archbald,2025-11-01,PA,Newton Township Data Center,1,1,0,0,0,0,2,0
opp_24a68fe9d847,prj_266,0.937365,3.9036,unlinked,,Dickson City,2026-02-13,PA,Newton Township Data Center,1,1,0,0,0,0,2,0
opp_78f2befc3676,prj_206,0.937365,3.9036,unlinked,,Archbald,2025-11-01,PA,Blakely AI Data Center,1,1,0,0,0,0,2,0
opp_24a68fe9d847,prj_207,0.937365,3.9036,unlinked,,Dickson City,2026-02-13,PA,Project Boson,1,1,0,0,0,0,2,0
opp_087b3a1f9a91,prj_250,0.937365,3.9036,unlinked,,Lackawanna County,2025-10-01,PA,Project Green Mountain,1,1,0,0,0,0,2,0
opp_0c2b8287973b,prj_266,0.937365,3.9036,unlinked,,City of Scranton,2026-03-17,PA,Newton Township Data Center,1,1,0,0,0,0,2,0
opp_5559c86cd09d,prj_38,0.937365,3.9036,unlinked,,"Indianapolis / Marion County (City-County Council nonbinding moratorium resolution, Prop. 158), IN",2026-05-15,IN,Pike Township Data Center,1,1,0,0,0,0,2,0
opp_ed02cb0aded6,prj_23,0.937365,3.9036,unlinked,,Delaware (Coastal Zone Appeal),2026-03-26,DE,"St. Georges Business Park Data Center Development  / ""Frightland Project""",1,1,0,0,0,0,2,0
opp_7f43ef5e9f13,prj_207,0.937365,3.9036,unlinked,,Ransom Township,2026-02-27,PA,Project Boson,1,1,0,0,0,0,2,0
opp_77983677a720,prj_211,0.937365,3.9036,unlinked,,Hollenback Township,2026-03-02,PA,QTS Salem Data Center,1,1,0,0,0,0,2,0
opp_57fa6113f9f3,prj_266,0.937365,3.9036,unlinked,,"Moosic Borough (comprehensive data center ordinance), PA",2026-06-08,PA,Newton Township Data Center,1,1,0,0,0,0,2,0
opp_27089c8e0cf3,prj_23,0.937365,3.9036,unlinked,,New Castle County,2026-02-04,DE,"St. Georges Business Park Data Center Development  / ""Frightland Project""",1,1,0,0,0,0,2,0
opp_11a797b685bb,prj_75,0.937365,3.9036,review_candidate,,Allen Park,2026-02-01,MI,Project Cannoli,1,1,0,0,0,0,2,0
opp_60329c4c5a7c,prj_185,0.937365,3.9036,unlinked,reject,Waterville Township,2025-12-17,OH,Meta Bowling Green Data Center,1,1,0,0,0,0,2,0
opp_3e4046d6da58,prj_162,0.937365,3.9036,unlinked,,St. Albans Township,2026-03-10,OH,Vantage New Albany Data Center Campus,1,1,0,0,0,0,2,0
opp_4178542bc45d,prj_266,0.937365,3.9036,unlinked,,Archbald Borough,2026-03-27,PA,Newton Township Data Center,1,1,0,0,0,0,2,0
opp_1088fff2355f,prj_88,0.937365,3.9036,review_candidate,,City of Pontiac,2026-01-21,MI,Metrobloks Southfield Data Center,1,1,0,0,0,0,2,0
opp_d3a1043dd652,prj_281,0.937365,3.9036,unlinked,,Shelby County Health Department (SELC second xAI letter),2025-04-09,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_0c2b8287973b,prj_207,0.937365,3.9036,unlinked,,City of Scranton,2026-03-17,PA,Project Boson,1,1,0,0,0,0,2,0
opp_d8acbb28f73c,prj_281,0.937365,3.9036,unlinked,,Shelby County Health Department (xAI 15-turbine air permit application),2025-01-15,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_4c32a526a8fa,prj_249,0.937365,3.9036,review_candidate,,Luzerne County (county-wide),2026-02-02,PA,Dorrance Township Data Center Zoning Ordinance Challenge,1,1,0,0,0,0,2,0
opp_7989cc6d9520,prj_281,0.937365,3.9036,unlinked,,Tennessee Valley Authority (xAI 150 MW supply),2024-11-07,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_36b3f6b58feb,prj_165,0.937365,3.9036,unlinked,,"Grove City (6-month data center moratorium), OH",2026-06-01,OH,AWS Hillard Campus,1,1,0,0,0,0,2,0
opp_2b34dcad2e16,prj_322,0.937365,3.9036,review_candidate,,"Painesville Township Trustees (Lake County), OH",2026-05-21,OH,Province Group Perry Village Data Center Campus,1,1,0,0,0,0,2,0
opp_fdd500853822,prj_23,0.937365,3.9036,unlinked,,Newark,2026-01-30,DE,"St. Georges Business Park Data Center Development  / ""Frightland Project""",1,1,0,0,0,0,2,0
opp_800a31abdbf2,prj_208,0.937365,3.9036,unlinked,,Covington Township (Lackawanna County),2026-02-03,PA,Jessup Breaker Street Data Center,1,1,0,0,0,0,2,0
opp_800a31abdbf2,prj_206,0.937365,3.9036,unlinked,,Covington Township (Lackawanna County),2026-02-03,PA,Blakely AI Data Center,1,1,0,0,0,0,2,0
opp_c7e3a124dc06,prj_281,0.937365,3.9036,unlinked,,Memphis TN / Southaven MS (xAI discloses $2.8B more turbine purchases amid lawsuit),2026-05-20,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_254d8776189c,prj_281,0.937365,3.9036,unlinked,,"Memphis (Boxtown protest at xAI Colossus 1, 3231 Paul R. Lowry Rd), TN",2026-05-01,TN,Neural Nexus Data Center,1,1,0,0,0,0,2,0
opp_7f43ef5e9f13,prj_206,0.937365,3.9036,unlinked,,Ransom Township,2026-02-27,PA,Blakely AI Data Center,1,1,0,0,0,0,2,0
