opp_id,state,identifier,lookup_status,candidates,session,title,stage,stage_date,stage_evidence,correct_outcome,latest_action_date,openstates_url,incident,date
opp_16d6ccfd7fd2,NH,HB 1724,http_429,0,,,,,,,,,New Hampshire,2026-01-01
opp_ff16db4797f0,WY,HB 90,http_429,0,,,,,,,,,Wyoming,2026-02-12
opp_9318a1f3b921,MS,HB 1635,http_429,0,,,,,,,,,Mississippi,2026-02-01
opp_07c24ce7ea28,OR,HR 655,http_429,0,,,,,,,,,The Dalles (HR 655 Federal Land Transfer),2025-12-09
opp_2b075f6cdc12,TX,SB 6,ambiguous_session,14,891,"Relating to abortion, including civil liability for the manufacture and provision of abortion-inducing drugs, exemptions from the Texas Citizens Participation A",Passed one chamber,2025-08-12,passage in upper,Pending,2025-08-12,https://openstates.org/tx/bills/891/SB6/,Texas (PUCT rulemaking),2026-03-06
opp_d0cbe42e9ced,CA,SB 887,http_429,0,,,,,,,,,California (SB 887),2026-01-13
opp_4b66e43a0859,CA,SB 1168,http_429,0,,,,,,,,,California (SB 1168),2026-02-18
opp_d574c87d8160,CA,AB 2619,http_429,0,,,,,,,,,California (AB 2619),2026-02-20
opp_e5eca26666f6,MN,HF 4077,http_429,0,,,,,,,,,Minnesota (Statewide),2026-03-12
opp_e5eca26666f6,MN,SF 4379,http_429,0,,,,,,,,,Minnesota (Statewide),2026-03-12
opp_66ab49712a63,AL,SB 270,http_429,0,,,,,,,,,Alabama (Statewide),2026-03-13
opp_648efe1bdfff,NE,LB 209,http_429,0,,,,,,,,,Sarpy County,2026-02-01
opp_c41d44c6f865,VA,HB 507,http_429,0,,,,,,,,,Virginia (HB 507),2026-03-01
opp_31991b12e824,VA,SB 94,http_429,0,,,,,,,,,Virginia (SB 94 / HB 153 siting),2026-02-01
opp_31991b12e824,VA,HB 153,http_429,0,,,,,,,,,Virginia (SB 94 / HB 153 siting),2026-02-01
opp_02a7428f39a3,VA,SB 553,http_429,0,,,,,,,,,Virginia (SB 553 water disclosure),2026-02-01
opp_02a7428f39a3,VA,HB 496,http_429,0,,,,,,,,,Virginia (SB 553 water disclosure),2026-02-01
opp_19a4b2d5163e,AZ,HB 2631,http_429,0,,,,,,,,,Arizona (HB 2631 tax repeal),2026-02-01
opp_836956ddb280,NJ,A 6181,http_429,0,,,,,,,,,New Jersey (A6181 NDA ban),2026-02-01
opp_836956ddb280,NJ,S 680,http_429,0,,,,,,,,,New Jersey (A6181 NDA ban),2026-02-01
opp_836956ddb280,NJ,S 3379,network_error:The read operation timed out,0,,,,,,,,,New Jersey (A6181 NDA ban),2026-02-01
opp_a281e96ef800,CO,HB 1030,matched,1,2026A,Data Center & Utility Modernization,Introduced,2026-01-14,introduction: Introduced In House - Assigned to Energy & Environment,Pending,2026-05-07,https://openstates.org/co/bills/2026A/HB1030/,Colorado (HB 1030),2026-02-01
opp_a281e96ef800,CO,SB 24,matched,1,2026A,State & Local Unmanned Aircraft Regulation,Introduced,2026-01-14,introduction: Introduced In Senate - Assigned to Local Government & Housing,Pending,2026-02-25,https://openstates.org/co/bills/2026A/SB24/,Colorado (HB 1030),2026-02-01
opp_a281e96ef800,CO,HB 26,not_found,0,,,,,,,,,Colorado (HB 1030),2026-02-01
opp_d35c8323d34a,ID,HB 874,not_found,0,,,,,,,,,Idaho (HB 874),2026-02-01
opp_516478f5f350,UT,HB 76,ambiguous_session,6,2026,Data Center Water Transparency Amendments,Signed into law,2026-03-23,executive-signature: Governor Signed,Approved,2026-03-23,https://openstates.org/ut/bills/2026/HB76/,Utah (HB 76),2026-02-01
opp_97c473fa11a2,NY,S 9144,matched,4,2025-2026,Imposes a moratorium on data center permit issuance; and relates to data center rate impacts,Introduced,2026-02-06,introduction: REFERRED TO ENVIRONMENTAL CONSERVATION,Pending,2026-05-12,https://openstates.org/ny/bills/2025-2026/S9144/,New York (statewide moratorium bill),2026-02-06
opp_97c473fa11a2,NY,A 10141,matched,5,2025-2026,Imposes a moratorium on data center permit issuance; and relates to data center rate impacts,Introduced,2026-02-09,introduction: REFERRED TO ENVIRONMENTAL CONSERVATION,Pending,2026-05-12,https://openstates.org/ny/bills/2025-2026/A10141/,New York (statewide moratorium bill),2026-02-06
opp_375dfa09ce11,PA,HB 1834,matched,5,2025-2026,"An Act providing for the regulation of commercial data centers;
 imposing duties on the Pennsylvania Public Utility
 Commission, the Department of Human Servi",Passed one chamber,2026-03-24,passage in lower,Pending,2026-03-31,https://openstates.org/pa/bills/2025-2026/HB1834/,Pennsylvania (statewide HB 1834),2026-03-24
opp_86d1daea9ead,GA,HB 1012,matched,7,2025_26,Local government; construction or development of  new data centers for a specified time; prohibit,Introduced,2026-01-16,introduction: House Hopper,Pending,2026-01-28,https://openstates.org/ga/bills/2025_26/HB1012/,Georgia (2026 Legislative Session Failure),2026-04-03
opp_86d1daea9ead,GA,SB 408,matched,7,2025_26,State Sales and Use Taxes; data center equipment sales and use tax exemption; advance the sunset date,Introduced,2026-01-15,introduction: Senate Hopper,Pending,2026-01-16,https://openstates.org/ga/bills/2025_26/SB408/,Georgia (2026 Legislative Session Failure),2026-04-03
opp_86d1daea9ead,GA,SB 410,matched,7,2025_26,State Sales and Use Taxes; the data center equipment sales and use tax exemption; repeal,Passed one chamber,2026-03-06,passage in upper,Pending,2026-03-10,https://openstates.org/ga/bills/2025_26/SB410/,Georgia (2026 Legislative Session Failure),2026-04-03
opp_92ca1a80ec25,WV,HB 4983,matched,2,2026,Authorizing the Department of Commerce to promulgate a legislative rule relating to certification of a microgrid district or certification as a high impact data,Signed into law,2026-03-30,executive-signature: Approved by Governor 3/27/2026,Approved,2026-06-29,https://openstates.org/wv/bills/2026/HB4983/,West Virginia (HB 4983 secrecy rulemaking),2026-03-27
opp_e6caa9f3c04e,ID,HB 895,not_found,0,,,,,,,,,Idaho (statewide),2026-03-20
opp_2fea79eee9b7,MN,SF 4298,matched,4,2025-2026,"New data center moratorium established, and Public Utility Commission required to submit a report",Introduced,2026-03-09,introduction: Introduction and first reading,Pending,2026-03-09,https://openstates.org/mn/bills/2025-2026/SF4298/,Minnesota (statewide),2026-03-04
opp_1ee0d8ed44db,NJ,S 680,matched,6,222,Requires energy usage plan for proposed artificial intelligence data centers and cryptocurrency mining facilities; requires all electricity for artificial intel,Introduced,2026-01-13,"introduction: Introduced in the Senate, Referred to Senate Environment and Energy Committee",Pending,2026-03-16,https://openstates.org/nj/bills/222/S680/,New Jersey (S680 clean energy requirement),2026-01-13
opp_f7a3f9dd872e,NH,SB 439,http_429,0,,,,,,,,,New Hampshire (SB 439 municipal zoning),2026-01-29
opp_793fdf3b9fc6,ME,LD 307,matched,5,132,"An Act Regarding Energy, Utilities And Technology",Failed floor vote,2026-04-29,failure: Placed in the Legislative Files. (DEAD),Blocked,2026-04-29,https://openstates.org/me/bills/132/LD307/,Maine (LD 307 statewide moratorium),2026-03-20
opp_c3f8ec3f6a51,NJ,A 796,http_429,0,,,,,,,,,New Jersey (A796 Assembly passage),2026-03-23
opp_1452f83e8ca5,PA,HB 2496,http_429,0,,,,,,,,,Pennsylvania (statewide),2026-06-18
opp_149c49f94b44,LA,HB 827,http_429,0,,,,,,,,,Louisiana Legislature,2024-06-01
opp_163684cd2c66,TN,HB 1847,http_429,0,,,,,,,,,Tennessee Legislature (HB1847/SB2128 data-center self-generation),2026-01-26
opp_163684cd2c66,TN,SB 2128,matched,5,114,"Computers and Electronic Processing - As enacted, generally prohibits a municipality or electric utility to pay or absorb the cost of electrical infrastructure ",Introduced,2026-01-22,introduction: Filed for introduction,Pending,2026-05-18,https://openstates.org/tn/bills/114/SB2128/,Tennessee Legislature (HB1847/SB2128 data-center self-generation),2026-01-26
opp_163684cd2c66,TN,SB 2,http_429,0,,,,,,,,,Tennessee Legislature (HB1847/SB2128 data-center self-generation),2026-01-26
opp_6582785b4ac9,MI,HB 5594,http_429,0,,,,,,,,,Michigan Legislature (HB 5594-5596 data-center moratorium),2026-03-03
opp_0605c91a0204,WI,SB 729,http_429,0,,,,,,,,,Wisconsin Legislature (SB 729 Data Center Accountability Bill),2025-11-01
opp_2170f2d763c8,IL,SB 4016,http_429,0,,,,,,,,,"Illinois General Assembly (POWER Act SB 4016, Sen. Rose SB 4004 Mahomet Aquifer moratorium, Pritzker tax-credit pause)",2026-05-01
opp_2170f2d763c8,IL,SB 4004,http_429,0,,,,,,,,,"Illinois General Assembly (POWER Act SB 4016, Sen. Rose SB 4004 Mahomet Aquifer moratorium, Pritzker tax-credit pause)",2026-05-01
opp_d9eaf5d58d8e,CO,HB 26,not_found,0,,,,,,,,,Colorado General Assembly (HB26-1030 + SB26-102 both died in committee),2026-05-11
opp_d9eaf5d58d8e,CO,SB 26,http_429,0,,,,,,,,,Colorado General Assembly (HB26-1030 + SB26-102 both died in committee),2026-05-11
opp_4d1e1b26f170,OK,HB 2992,matched,5,2026,Corporation Commission; creating the Data Center Customer Ratepayer Protection Act of 2026; effective date; emergency.,Signed into law,2026-05-11,executive-signature: Approved by Governor 05/11/2026,Approved,2026-05-11,https://openstates.org/ok/bills/2026/HB2992/,Oklahoma Legislature (HB 2992 Data Center Consumer Ratepayer Protection Act),2026-05-05
opp_1f9faef9a21f,OR,HB 4084,matched,5,2026R1,Relating to economic development; and prescribing an effective date.,Signed into law,2026-03-31,executive-signature: Governor signed.,Approved,2026-04-06,https://openstates.org/or/bills/2026R1/HB4084/,"Hillsboro City Council (Councilor Sinclair emergency session on Enterprise Zone tax breaks), OR",2026-05-11
opp_34e6d8d18a56,NC,HB 7971,http_429,0,,,,,,,,,"NC General Assembly (HB 7971 Ratepayer and Resource Protection Act, Rep. Prather D-Buncombe)",2026-05-08
opp_99a4c552d75f,FL,SB 484,ambiguous_session,9,2026,Data Centers,Signed into law,2026-05-07,executive-signature: Approved by Governor,Approved,2026-05-08,https://openstates.org/fl/bills/2026/SB484/,Governor of Florida (signed SB 484 hyperscale data center law at Florida Polytechnic University),2026-05-07
opp_c3968d4e227e,MD,HB 1532,http_429,0,,,,,,,,,Governor of Maryland (signed Utility RELIEF Act / HB 1532),2026-05-12
opp_11c80b6abe68,NY,S 9144,matched,4,2025-2026,Imposes a moratorium on data center permit issuance; and relates to data center rate impacts,Introduced,2026-02-06,introduction: REFERRED TO ENVIRONMENTAL CONSERVATION,Pending,2026-05-12,https://openstates.org/ny/bills/2025-2026/S9144/,New York State (S.9144A/A.10141 statewide moratorium bill amended; Albany rally & lobby day),2026-05-13
opp_11c80b6abe68,NY,A 10141,matched,5,2025-2026,Imposes a moratorium on data center permit issuance; and relates to data center rate impacts,Introduced,2026-02-09,introduction: REFERRED TO ENVIRONMENTAL CONSERVATION,Pending,2026-05-12,https://openstates.org/ny/bills/2025-2026/A10141/,New York State (S.9144A/A.10141 statewide moratorium bill amended; Albany rally & lobby day),2026-05-13
opp_05b569208bd2,NC,SB 730,http_429,0,,,,,,,,,North Carolina General Assembly (SB 730 — closed-loop water + foreign-ownership ban for data centers),2026-06-08
opp_4805f92d0a52,SD,SB 135,ambiguous_session,9,2026,protect residents from increased utility costs and utility shortages caused by data centers and clarify authority to regulate data centers.,Signed into law,2026-03-30,executive-signature: Signed by the Governor on 2026-03-30 S.J. 549,Approved,2026-03-30,https://openstates.org/sd/bills/2026/SB135/,South Dakota Legislature (SB 135 — bars state from limiting local authority to regulate/ban data centers),2026-03-25
opp_de333026ebdf,WV,HB 2014,matched,4,2025,Certified Microgrid Program,Signed into law,2025-04-12,executive-signature: Approved by Governor 4/30/2025 - Senate Journal,Approved,2025-07-30,https://openstates.org/wv/bills/2025/HB2014/,West Virginia Legislature (bill affirming state control / limiting local authority over data centers),2026-05-18
opp_d1058e1c8a3c,MI,HB 5396,http_429,0,,,,,,,,,Michigan State Capitol ('People Over Data Centers' rally + HB 5396-5398 tax exemption repeal),2026-06-23
opp_d1058e1c8a3c,MI,SB 1018,http_429,0,,,,,,,,,Michigan State Capitol ('People Over Data Centers' rally + HB 5396-5398 tax exemption repeal),2026-06-23
opp_d1058e1c8a3c,MI,HB 5594,http_429,0,,,,,,,,,Michigan State Capitol ('People Over Data Centers' rally + HB 5396-5398 tax exemption repeal),2026-06-23
opp_6a0f475f6528,VA,HB 507,http_429,0,,,,,,,,,Commonwealth of Virginia (data center electricity consumption tax + Tier IV generator permit rule take effect),2026-07-01
opp_8cff4313e1f9,FL,SB 484,ambiguous_session,9,2026,Data Centers,Signed into law,2026-05-07,executive-signature: Approved by Governor,Approved,2026-05-08,https://openstates.org/fl/bills/2026/SB484/,State of Florida (SB 484 data center ratepayer/zoning/water protections),2026-07-01
opp_6f4f6d13b784,NJ,S 731,http_429,0,,,,,,,,,State of New Jersey (S731/A796 'Data Center Fair Share Act' signed),2026-07-07
opp_6f4f6d13b784,NJ,A 796,http_429,0,,,,,,,,,State of New Jersey (S731/A796 'Data Center Fair Share Act' signed),2026-07-07
opp_59b45da5fc73,NJ,S 4390,http_429,0,,,,,,,,,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_59b45da5fc73,NJ,A 5165,http_429,0,,,,,,,,,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_59b45da5fc73,NJ,S 731,http_429,0,,,,,,,,,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_59b45da5fc73,NJ,A 796,http_429,0,,,,,,,,,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_59b45da5fc73,NJ,S 1673,http_429,0,,,,,,,,,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_59b45da5fc73,NJ,A 2757,http_429,0,,,,,,,,,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_59b45da5fc73,NJ,S 4411,http_429,0,,,,,,,,,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_323cf409c293,DE,SB 326,matched,3,153,AN ACT TO AMEND TITLE 26 OF THE DELAWARE CODE RELATING TO THE PUBLIC SERVICE COMMISSION.,Signed into law,2026-07-13,executive-signature: Signed by Governor,Approved,2026-07-13,https://openstates.org/de/bills/153/SB326/,"State of Delaware (SB 326, HB 233, HB 445 -- data center energy/ratepayer bills)",2026-07-01
opp_323cf409c293,DE,HB 233,matched,5,153,AN ACT TO AMEND TITLE 26 OF THE DELAWARE CODE RELATING TO LARGE ENERGY USE FACILITIES.,Passed both chambers,2026-07-01,passage recorded in 2 chambers,Approved,2026-07-01,https://openstates.org/de/bills/153/HB233/,"State of Delaware (SB 326, HB 233, HB 445 -- data center energy/ratepayer bills)",2026-07-01
opp_323cf409c293,DE,HB 445,matched,4,153,AN ACT TO AMEND TITLE 26 AND TITLE 29 OF THE DELAWARE CODE RELATING TO LARGE ENERGY USE FACILITIES.,Failed floor vote,2026-07-01,failure: Defeated By House. Votes: 15 YES 26 NO. Reason Taken: motion to recess to read amendment - HB 445 w HA 1 and SA 3,Blocked,2026-07-01,https://openstates.org/de/bills/153/HB445/,"State of Delaware (SB 326, HB 233, HB 445 -- data center energy/ratepayer bills)",2026-07-01
opp_ba67bec0f3c1,NY,S 10642,matched,1,2025-2026,Enacts the responsible data center development act,Introduced,2026-06-01,introduction: REFERRED TO RULES,Pending,2026-06-04,https://openstates.org/ny/bills/2025-2026/S10642/,State of New York (Executive Order),2026-07-14
opp_ba67bec0f3c1,NY,A 11560,matched,1,2025-2026,Enacts the responsible data center development act,Passed both chambers,2026-06-04,passage recorded in 2 chambers,Approved,2026-06-04,https://openstates.org/ny/bills/2025-2026/A11560/,State of New York (Executive Order),2026-07-14
opp_c228fc0031e4,PA,SB 1345,matched,4,2025-2026,"An Act amending the act of July 31, 1968 (P.L.805, No.247), known as the Pennsylvania Municipalities Planning Code, in zoning, providing for optional temporary ",Passed committee only,2026-06-30,committee-passage: Reported as committed,Pending,2026-07-12,https://openstates.org/pa/bills/2025-2026/SB1345/,Pennsylvania Senate Rules & Executive Nominations Committee (SB 1345),2026-07-13
opp_3627a9dfe4fb,NE,LB 1111,matched,5,109,"Require an annual data center load report to the Nebraska Power Review Board, provide powers and duties for public power suppliers, allow and require regulation",Died in committee,2026-04-17,committee-failure: Indefinitely postponed,Blocked,2026-04-17,https://openstates.org/ne/bills/109/LB1111/,State of Nebraska,2026-07-20
