universe_id,source,name,operator,state,county,fips,county_margin_2024,lat,lon,capacity_mw,sqft,opposed_flag,lifecycle_outcome,decided,n_opposition_events,exclusion_reason
atl_00491,atlas,ADP South Dakota,,SD,minnehaha,46099,-0.1268,43.59991456599551,-96.79470699634729,,243125.0,no,,,,county_shared_with_opposed_project
atl_00492,atlas,TJX Corporate Techno,,OH,franklin,39049,0.2840,40.10386011394031,-82.81062585456809,,102681.0,no,,,,county_shared_with_opposed_project
atl_00493,atlas,Compugen New Albany,,OH,franklin,39049,0.2840,40.10455003825464,-82.80494540049781,,44250.0,no,,,,county_shared_with_opposed_project
atl_00494,atlas,Compugen New Albany,,OH,franklin,39049,0.2840,40.10367720079985,-82.80893932428502,,32222.0,no,,,,county_shared_with_opposed_project
atl_00495,atlas,Flexential Dallas - Richardson,Flexential,TX,collin,48085,-0.1115,32.99481331799373,-96.7525015956488,,68520.0,no,,,,
atl_00496,atlas,Experian McKinney Data Center,,TX,collin,48085,-0.1115,33.17179580069162,-96.72550500041572,,76624.0,no,,,,
atl_00497,atlas,Unknown,,OH,franklin,39049,0.2840,40.11571701578424,-83.00256546104873,,56266.0,no,,,,county_shared_with_opposed_project
atl_00498,atlas,Stack Infrastructure,Stack Infrastructure,CA,santa clara,06085,0.3995,37.40255873642884,-121.89338203369856,,78105.0,no,,,,
atl_00499,atlas,Stack Infrastructure,Stack Infrastructure,CA,santa clara,06085,0.3995,37.40221252579365,-121.89238428102912,,107993.0,no,,,,
atl_00500,atlas,Carfax,,MO,boone,29019,0.0976,38.9235119701765,-92.28862384290709,,39487.0,no,,,,
atl_00501,atlas,Facebook Altoona Data Center 3,Meta,IA,polk,19153,0.1089,41.66707142244616,-93.50646556541808,,377755.0,no,,,,
atl_00502,atlas,Amazon IAD71,Amazon Web Services,VA,loudoun,51107,0.1629,39.02790807231044,-77.4575028799799,,121176.0,no,,,,
atl_00503,atlas,Amazon IAD50,Amazon Web Services,VA,loudoun,51107,0.1629,39.02956976120693,-77.45968288935686,,202194.0,no,,,,
atl_00504,atlas,Amazon IAD60,Amazon Web Services,VA,loudoun,51107,0.1629,39.02877370248201,-77.4582461041282,,110965.0,no,,,,
atl_00505,atlas,Amazon Web Services  CMH50,Amazon Web Services,OH,licking,39089,-0.3001,40.09462975659448,-82.75133937578003,,161683.0,no,,,,
atl_00506,atlas,Unknown,,AZ,maricopa,04013,-0.0348,33.34702102097167,-111.60413892780116,,1263277.0,no,,,,
atl_00507,atlas,Apple Mesa Data Center,Apple,AZ,maricopa,04013,-0.0348,33.34679827603292,-111.60431805940924,,3983906.0,no,,,,
atl_00508,atlas,Thin-nology,,TX,travis,48453,0.3932,30.421141229242764,-97.59160304354108,,9209.0,no,,,,
atl_00509,atlas,CyrusOne Norwalk,CyrusOne,CT,western connecticut planning region,,,41.11309235035119,-73.38864944847491,,77778.0,no,,,,
atl_00510,atlas,Data Foundry - Texas 2,,TX,travis,48453,0.3932,30.19958813781982,-97.71307641626,,104857.0,no,,,,
atl_00511,atlas,Meta Los Lunas Data Center,Meta,NM,valencia,35061,-0.1637,34.8302282334924,-106.77989614196927,,21836553.0,no,,,,
atl_00512,atlas,Google Datacenter - Douglas County,Google,GA,douglas,13097,0.3145,33.7505902365265,-84.58522343651347,,2608502.0,no,,,,
atl_00513,atlas,Google,Google,IA,pottawattamie,19155,-0.1997,41.22165804807755,-95.86449775401766,,2304742.0,no,,,,
atl_00514,atlas,Microsoft - Azure Datacenter,Microsoft,IL,cook,17031,0.4201,41.923005619536646,-87.91824122484651,,306766.0,no,,,,
atl_00515,atlas,Cloud Storage Corp,,KS,ellis,20051,-0.4613,38.87213220021316,-99.30018745000542,,11561.0,no,,,,
atl_00516,atlas,Switch Las Vegas 8,Switch,NV,clark,32003,0.0263,36.057833939238215,-115.21425795862818,,264412.0,no,,,,
atl_00517,atlas,Switch Las Vegas 9,Switch,NV,clark,32003,0.0263,36.055707545706994,-115.21962787172576,,286176.0,no,,,,
atl_00518,atlas,Unknown,,TX,harris,48201,0.0553,29.82150611372374,-95.57078462369284,,98195.0,no,,,,
atl_00519,atlas,Information Technology Data Center,Phillips Exeter Academy,NH,rockingham,33015,-0.0244,42.982091089771785,-70.9505927450425,,7733.0,no,,,,
atl_00520,atlas,Digital Fortress Lynnwood,,WA,snohomish,53061,0.1896,47.82242518543509,-122.28956096659816,,24944.0,no,,,,
atl_00521,atlas,Unknown,,TX,collin,48085,-0.1115,33.13780536915544,-96.6559259339588,,33064.0,no,,,,
atl_00522,atlas,CyrusOne Allen,CyrusOne,TX,collin,48085,-0.1115,33.13852055876386,-96.65995157388971,,271378.0,no,,,,
atl_00523,atlas,Amazon Web Services us-west-2,Amazon Web Services,OR,morrow,41049,-0.4837,45.8404435353901,-119.65497937870389,,151857.0,no,,,,
atl_00524,atlas,Amazon PDX51/54,Amazon Web Services,OR,umatilla,41059,-0.3775,45.91744776004561,-119.26773387516516,,260806.0,no,,,,
atl_00525,atlas,Amazon IAD80,Amazon Web Services,VA,loudoun,51107,0.1629,39.027108657277445,-77.4528288502262,,150443.0,no,,,,
atl_00526,atlas,Equinix Ashburn DC12,Equinix,VA,loudoun,51107,0.1629,39.0230066415448,-77.44975813852024,,96380.0,no,,,,
atl_00527,atlas,Stream DFW IV,Stream,TX,collin,48085,-0.1115,33.000144175089304,-96.66164643777844,,19684.0,no,,,,
atl_00528,atlas,Rackspace Richardson DFW3,Rackspace,TX,dallas,48113,0.2221,32.96478869284149,-96.71587662115734,,112950.0,no,,,,
atl_00529,atlas,Digital Realty Dallas DFW17,Digital Realty,TX,dallas,48113,0.2221,32.966281179214505,-96.71321200734354,,83615.0,no,,,,
atl_00530,atlas,Digital Realty Dallas DFW29,Digital Realty,TX,dallas,48113,0.2221,32.96723267704503,-96.71054642217494,,122436.0,no,,,,
atl_00531,atlas,Unknown,,TX,dallas,48113,0.2221,32.96625357197764,-96.71119611224064,,62460.0,no,,,,
atl_00532,atlas,Digital Realty Dallas DFW28,Digital Realty,TX,dallas,48113,0.2221,32.96724066068804,-96.7133081589403,,122015.0,no,,,,
atl_00533,atlas,Digital Realty Dallas DFW35,Digital Realty,TX,dallas,48113,0.2221,32.96504621467304,-96.71029113488274,,116539.0,no,,,,
atl_00534,atlas,Digital Realty Dallas DFW18,Digital Realty,TX,dallas,48113,0.2221,32.96520380450456,-96.71260861653484,,222335.0,no,,,,
atl_00535,atlas,Digital Realty Dallas DFW16,Digital Realty,TX,dallas,48113,0.2221,32.96607650613046,-96.7155872032112,,109470.0,no,,,,
atl_00536,atlas,Digital Realty Northern Virginia IAD36,Digital Realty,VA,loudoun,51107,0.1629,39.00155183162294,-77.47934369722755,,112516.0,no,,,,
atl_00537,atlas,Digital Realty Northern Virginia IAD35,Digital Realty,VA,loudoun,51107,0.1629,39.00051142251577,-77.48059544638194,,206225.0,no,,,,
atl_00538,atlas,Digital Realty Northern Virginia IAD37,Digital Realty,VA,loudoun,51107,0.1629,39.00000986435985,-77.47806996501424,,144298.0,no,,,,
atl_00539,atlas,Digital Realty Northern Virginia IAD38,Digital Realty,VA,loudoun,51107,0.1629,39.00110985023303,-77.47718416154996,,114543.0,no,,,,
atl_00540,atlas,State Farm Data Center,,KS,johnson,20091,0.0849,38.94011284438559,-94.86768784080613,,198601.0,no,,,,
atl_00541,atlas,U.S. Bank National Data Process Center,,KS,johnson,20091,0.0849,38.93564309846072,-94.8644712263048,,162098.0,no,,,,
atl_00542,atlas,Equinix SV10,Equinix,CA,santa clara,06085,0.3995,37.241198528847725,-121.78476265158876,,86340.0,no,,,,
atl_00543,atlas,Unknown,,NJ,gloucester,34015,-0.0280,39.83093011411571,-75.19532326682351,,41058.0,no,,,,county_shared_with_opposed_project
atl_00544,atlas,Unknown,Verizon Wireless,NE,douglas,31055,0.1017,41.22040844920032,-96.14761886051996,,38873.0,no,,,,
atl_00545,atlas,Unknown,,FL,orange,12095,0.1359,28.61746822748528,-81.39343863284896,,107548.0,no,,,,
atl_00546,atlas,Google,Google,SC,berkeley,45015,-0.1627,33.064272175156404,-80.04145344691864,,146623.0,no,,,,
atl_00547,atlas,TierPoint Baltimore BWI,,MD,anne arundel,24003,0.1394,39.213451704108,-76.6828450662765,,33372.0,no,,,,within_15km_of_opposed_project
atl_00548,atlas,NTT Ashburn VA2 Data Center,NTT,VA,loudoun,51107,0.1629,39.02501032438008,-77.45763923535499,,74197.0,no,,,,
atl_00549,atlas,Strata Networks,,UT,uintah,49047,-0.7357,40.45659345173178,-109.52899881097022,,12971.0,no,,,,
atl_00550,atlas,Goldman Sachs,,NJ,somerset,34035,0.1392,40.570372202161614,-74.67032960036524,,276729.0,no,,,,
atl_00551,atlas,Mapletree Industrial,,GA,fulton,13121,0.4486,34.09658361289754,-84.23739137243545,,116842.0,no,,,,
atl_00552,atlas,Switch Las Vegas 11,Switch,NV,clark,32003,0.0263,36.05588519591084,-115.21413677748544,,230261.0,no,,,,
atl_00553,atlas,Genome Data Center,Washington University in St. Louis,MO,st. louis city,29510,0.6471,38.63656882805553,-90.25539338967404,,24519.0,no,,,,within_15km_of_opposed_project
atl_00554,atlas,365 Bridgewater NJ,,NJ,somerset,34035,0.1392,40.58147446747312,-74.57387794234592,,28468.0,no,,,,within_15km_of_opposed_project
atl_00555,atlas,Google Berkeley County Data Center,Google,SC,berkeley,45015,-0.1627,33.06378014460109,-80.04215854242156,,8310940.0,no,,,,
atl_00556,atlas,AngelTrax Data Center,AngelTrax Mobile Video Surveillance Solutions,AL,houston,01069,-0.4778,31.231904196338384,-85.45584883805839,,10736.0,no,,,,
atl_00557,atlas,Meta,Meta,NM,valencia,35061,-0.1637,34.830246608460115,-106.78382909936067,,654433.0,no,,,,
atl_00558,atlas,Amazon Web Services us-west-2,Amazon Web Services,OR,morrow,41049,-0.4837,45.841413570882,-119.65793309033624,,284033.0,no,,,,
atl_00559,atlas,Centeris SH2 Build-to-Suit,,WA,pierce,53053,0.1076,47.15884380411734,-122.27986153681454,,93539.0,no,,,,
atl_00560,atlas,Centeris SH1 Colocation,,WA,pierce,53053,0.1076,47.16085522590024,-122.27930643656472,,115786.0,no,,,,
atl_00561,atlas,Ascent - Atlanta Data Center,Ascent,GA,fulton,13121,0.4486,34.05713671179483,-84.27302456443608,,595317.0,no,,,,
atl_00562,atlas,Microsoft TRP2,Microsoft,TX,bexar,48029,0.0975,29.41195432542485,-98.80398520347534,,169781.0,no,,,,
atl_00563,atlas,Microsoft TRP1,Microsoft,TX,bexar,48029,0.0975,29.41201232003809,-98.80273022506276,,177468.0,no,,,,
atl_00564,atlas,CyrusOne Quincy,CyrusOne,WA,grant,53025,-0.3748,47.243696120678365,-119.86960399091237,,1779563.0,no,,,,
atl_00565,atlas,Digital Realty ACC7,Digital Realty,VA,loudoun,51107,0.1629,39.01753209282454,-77.46564263578887,,409481.0,no,,,,
atl_00566,atlas,NTT Ashburn Campus,,VA,loudoun,51107,0.1629,39.01773031842296,-77.47198105085518,,2116133.0,no,,,,
atl_00567,atlas,NTT Ashburn VA3 Data Center,NTT,VA,loudoun,51107,0.1629,39.01718232920256,-77.47037644027546,,231924.0,no,,,,
atl_00568,atlas,Digital Realty ACC9,Digital Realty,VA,loudoun,51107,0.1629,39.015466253556106,-77.46731852528755,,329257.0,no,,,,
atl_00569,atlas,Flexential Dallas - Plano,Flexential,TX,collin,48085,-0.1115,33.00705207090953,-96.66635359923826,,217850.0,no,,,,
atl_00570,atlas,Unknown,,NC,catawba,37035,-0.3799,35.58705991324804,-81.26027296867808,,207083.0,no,,,,
atl_00571,atlas,Expedient Milwaukee,,WI,milwaukee,55079,0.3852,42.86317702172799,-87.97785780206577,,26099.0,no,,,,
atl_00572,atlas,Amazon Web Services,Amazon IAD85,VA,prince william,51153,0.1798,38.779381509444576,-77.54172453948773,,149064.0,no,,,,
atl_00573,atlas,Oxford Networks,FirstLight,ME,cumberland,23005,0.3631,43.895071082625066,-69.92315054547124,,55383.0,no,,,,
atl_00574,atlas,Meta New Albany Data Center,Meta,OH,licking,39089,-0.3001,40.06840826479164,-82.7503408359755,,663238.0,no,,,,
atl_00575,atlas,Rice Data Center,,TX,harris,48201,0.0553,29.65814636487484,-95.44332796622496,,25487.0,no,,,,
atl_00576,atlas,Facebook Fort Worth Datacenter,Meta,TX,tarrant,48439,-0.0512,32.984993663270515,-97.25507514509351,,435206.0,no,,,,
atl_00577,atlas,Amazon Web Services,Amazon Web Services,OH,franklin,39049,0.2840,40.06115215749759,-83.13517288858029,,161809.0,no,,,,county_shared_with_opposed_project
atl_00578,atlas,Microsoft Boydton Data Center,Microsoft,VA,mecklenburg,51117,-0.2082,36.685373308018725,-78.37655327186563,,11273954.0,no,,,,
atl_00579,atlas,Bank of America Data Center,,VA,henrico,51087,0.2887,37.49580861055279,-77.23828608770066,,2209960.0,no,,,,
atl_00580,atlas,Amazon IAD68,Amazon Web Services,VA,loudoun,51107,0.1629,38.94868695570169,-77.52095152964785,,181794.0,no,,,,
atl_00581,atlas,Amazon IAD81,Amazon Web Services,VA,loudoun,51107,0.1629,38.94838582329714,-77.52183101959601,,184907.0,no,,,,
atl_00582,atlas,Google,Google,VA,loudoun,51107,0.1629,38.943153938233976,-77.5243689977558,,215928.0,no,,,,
atl_00583,atlas,Amazon IAD120,Amazon Web Services,VA,loudoun,51107,0.1629,38.95792208165856,-77.49806149327199,,188334.0,no,,,,
atl_00584,atlas,Amazon IAD121,Amazon Web Services,VA,loudoun,51107,0.1629,38.95678305314267,-77.49778688217901,,154814.0,no,,,,
atl_00585,atlas,Microsoft,Microsoft,WA,grant,53025,-0.3748,47.23765678799786,-119.88757256028282,,112036.0,no,,,,
atl_00586,atlas,Microsoft,Microsoft,WA,grant,53025,-0.3748,47.23762824027307,-119.88319809847748,,116001.0,no,,,,
atl_00587,atlas,Microsoft,Microsoft,WA,grant,53025,-0.3748,47.23672160801631,-119.88329009579328,,157191.0,no,,,,
atl_00588,atlas,Microsoft,Microsoft,WA,grant,53025,-0.3748,47.236737102694434,-119.88747588150468,,162608.0,no,,,,
atl_00589,atlas,Vantage WA12,,WA,grant,53025,-0.3748,47.25394644110428,-119.81372107907391,,124695.0,no,,,,
atl_00590,atlas,Unknown,,VA,loudoun,51107,0.1629,39.01202683336312,-77.47156052841791,,48591.0,no,,,,
atl_00591,atlas,Unknown,,VA,loudoun,51107,0.1629,38.99945874398648,-77.4498761385079,,402308.0,no,,,,
atl_00592,atlas,Unknown,,VA,prince william,51153,0.1798,38.79098152194525,-77.54831684502851,,989045.0,no,,,,
