position_id,level,state,fips,county_name,jurisdiction,person_name,person_id,office,office_class,party,stance,stance_basis,bill_key,bill_identifier,vote_option,vote_result,vote_motion,vote_chamber,evidence_date,evidence_summary,source_url,confidence,qc_status,qc_flags
vote-1297ee7d940c,state,FL,,,FL legislature,Jones,ocd-person/a8a2eaa4-449b-441f-96bb-d8a3e8191479,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,no,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-5044d8b464f5,state,FL,,,FL legislature,Jones,ocd-person/a8a2eaa4-449b-441f-96bb-d8a3e8191479,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-5044d8b464f5,state,FL,,,FL legislature,Jones,ocd-person/a8a2eaa4-449b-441f-96bb-d8a3e8191479,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-5044d8b464f5,state,FL,,,FL legislature,Jones,ocd-person/a8a2eaa4-449b-441f-96bb-d8a3e8191479,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-5044d8b464f5,state,FL,,,FL legislature,Jones,ocd-person/a8a2eaa4-449b-441f-96bb-d8a3e8191479,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-5680f6795723,state,FL,,,FL legislature,Martin,ocd-person/e5e1f892-4d9e-464e-b58d-6acf50069b75,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,yes,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-0c4a311d87d1,state,FL,,,FL legislature,Martin,ocd-person/e5e1f892-4d9e-464e-b58d-6acf50069b75,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-0c4a311d87d1,state,FL,,,FL legislature,Martin,ocd-person/e5e1f892-4d9e-464e-b58d-6acf50069b75,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-0c4a311d87d1,state,FL,,,FL legislature,Martin,ocd-person/e5e1f892-4d9e-464e-b58d-6acf50069b75,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-0c4a311d87d1,state,FL,,,FL legislature,Martin,ocd-person/e5e1f892-4d9e-464e-b58d-6acf50069b75,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-06d13e324697,state,FL,,,FL legislature,Osgood,ocd-person/3194701f-dfa8-40e9-9081-56aa20c63f6e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,no,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-e7d684b6bd77,state,FL,,,FL legislature,Osgood,ocd-person/3194701f-dfa8-40e9-9081-56aa20c63f6e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-e7d684b6bd77,state,FL,,,FL legislature,Osgood,ocd-person/3194701f-dfa8-40e9-9081-56aa20c63f6e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-e7d684b6bd77,state,FL,,,FL legislature,Osgood,ocd-person/3194701f-dfa8-40e9-9081-56aa20c63f6e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-e7d684b6bd77,state,FL,,,FL legislature,Osgood,ocd-person/3194701f-dfa8-40e9-9081-56aa20c63f6e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-250afc3f536d,state,FL,,,FL legislature,Passidomo,ocd-person/ae123d54-1076-49b2-84f9-2897b7d60ebd,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,yes,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-7320f9ae8b0b,state,FL,,,FL legislature,Passidomo,ocd-person/ae123d54-1076-49b2-84f9-2897b7d60ebd,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-7320f9ae8b0b,state,FL,,,FL legislature,Passidomo,ocd-person/ae123d54-1076-49b2-84f9-2897b7d60ebd,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-7320f9ae8b0b,state,FL,,,FL legislature,Passidomo,ocd-person/ae123d54-1076-49b2-84f9-2897b7d60ebd,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-7320f9ae8b0b,state,FL,,,FL legislature,Passidomo,ocd-person/ae123d54-1076-49b2-84f9-2897b7d60ebd,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-2386b3dc346b,state,FL,,,FL legislature,Pizzo,ocd-person/42278250-8dc9-4fcc-ab11-964aa8e369e7,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,no,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-bc222771e434,state,FL,,,FL legislature,Pizzo,ocd-person/42278250-8dc9-4fcc-ab11-964aa8e369e7,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-bc222771e434,state,FL,,,FL legislature,Pizzo,ocd-person/42278250-8dc9-4fcc-ab11-964aa8e369e7,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-bc222771e434,state,FL,,,FL legislature,Pizzo,ocd-person/42278250-8dc9-4fcc-ab11-964aa8e369e7,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-bc222771e434,state,FL,,,FL legislature,Pizzo,ocd-person/42278250-8dc9-4fcc-ab11-964aa8e369e7,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-2839e241fde7,state,FL,,,FL legislature,Rodriguez,ocd-person/afd55a58-b8f6-4dd7-9d93-a2207b65e425,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,yes,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-34048bf037f5,state,FL,,,FL legislature,Rodriguez,ocd-person/afd55a58-b8f6-4dd7-9d93-a2207b65e425,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-34048bf037f5,state,FL,,,FL legislature,Rodriguez,ocd-person/afd55a58-b8f6-4dd7-9d93-a2207b65e425,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-34048bf037f5,state,FL,,,FL legislature,Rodriguez,ocd-person/afd55a58-b8f6-4dd7-9d93-a2207b65e425,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-34048bf037f5,state,FL,,,FL legislature,Rodriguez,ocd-person/afd55a58-b8f6-4dd7-9d93-a2207b65e425,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-7d5fd1360828,state,FL,,,FL legislature,Rouson,ocd-person/3de11937-c291-4561-bee5-4f747665cb37,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,yes,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-1376f1803b08,state,FL,,,FL legislature,Rouson,ocd-person/3de11937-c291-4561-bee5-4f747665cb37,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-1376f1803b08,state,FL,,,FL legislature,Rouson,ocd-person/3de11937-c291-4561-bee5-4f747665cb37,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-1376f1803b08,state,FL,,,FL legislature,Rouson,ocd-person/3de11937-c291-4561-bee5-4f747665cb37,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-1376f1803b08,state,FL,,,FL legislature,Rouson,ocd-person/3de11937-c291-4561-bee5-4f747665cb37,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-7ccb9f01a58c,state,FL,,,FL legislature,Simon,ocd-person/fca5c9b2-da9e-4836-a3d5-366a25350976,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,no,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-e838688302a6,state,FL,,,FL legislature,Simon,ocd-person/fca5c9b2-da9e-4836-a3d5-366a25350976,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-e838688302a6,state,FL,,,FL legislature,Simon,ocd-person/fca5c9b2-da9e-4836-a3d5-366a25350976,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-e838688302a6,state,FL,,,FL legislature,Simon,ocd-person/fca5c9b2-da9e-4836-a3d5-366a25350976,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-e838688302a6,state,FL,,,FL legislature,Simon,ocd-person/fca5c9b2-da9e-4836-a3d5-366a25350976,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-7ca6ea66eeb1,state,FL,,,FL legislature,Trumbull,ocd-person/29c38853-2773-45d3-bc17-0979def1ab54,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,yes,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-c2b810698467,state,FL,,,FL legislature,Trumbull,ocd-person/29c38853-2773-45d3-bc17-0979def1ab54,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-c2b810698467,state,FL,,,FL legislature,Trumbull,ocd-person/29c38853-2773-45d3-bc17-0979def1ab54,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-c2b810698467,state,FL,,,FL legislature,Trumbull,ocd-person/29c38853-2773-45d3-bc17-0979def1ab54,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-c2b810698467,state,FL,,,FL legislature,Trumbull,ocd-person/29c38853-2773-45d3-bc17-0979def1ab54,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-40c6f69e34fe,state,FL,,,FL legislature,Wright,ocd-person/4ae2bacf-d265-42a5-888d-5050015a6602,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 1118,SB 1118,yes,pass,Favorable,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB1118/,recorded_only,published,direction_not_established
vote-fca10d36e324,state,FL,,,FL legislature,Wright,ocd-person/4ae2bacf-d265-42a5-888d-5050015a6602,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-fca10d36e324,state,FL,,,FL legislature,Wright,ocd-person/4ae2bacf-d265-42a5-888d-5050015a6602,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-fca10d36e324,state,FL,,,FL legislature,Wright,ocd-person/4ae2bacf-d265-42a5-888d-5050015a6602,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-fca10d36e324,state,FL,,,FL legislature,Wright,ocd-person/4ae2bacf-d265-42a5-888d-5050015a6602,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Favorable with Committee Substitute,upper,2026-02-17,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
body-feed9980777c,body,FL,12105,Polk County,Fort Meade (Polk County),,,County commission,county_commission,,governing_body_action,governing_body_action,,,,approved,zoning_restriction,,2026-02-25,"Community members rallied outside Fort Meade, Florida, City Hall to protest a proposed $2.6 billion, 1.2-gigawatt, 4.4-million-square-foot hyperscale data center on over 1,330 acres being developed by Stonebridge (developer entity Florida Ecopark LLC). On Apri",https://www.fox13news.com/news/residents-fort-meade-protest-proposed-data-center-developers-respond-questions,tracker_coded,published,
body-5bea7a665fe7,body,FL,,,Florida (HB 1007),,,State legislature,state_legislature,,governing_body_action,governing_body_action,,,,defeated,legislation,,2026-02-25,Florida HB 1007 (2026) regulates data center siting and operations by: (1) limiting the use of non-disclosure agreements in local permitting; (2) directing the Public Service Commission to set cost-allocation tariffs so data center loads do not shift costs ont,https://www.wusf.org/politics-issues/2026-02-25/florida-house-advances-rules-massive-data-centers,tracker_coded,published,county_unresolved
vote-c995d10ceaae,state,FL,,,FL legislature,Albritton,ocd-person/5c81dfe7-1cec-45e8-8044-6d9cd324f2e8,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-c995d10ceaae,state,FL,,,FL legislature,Albritton,ocd-person/5c81dfe7-1cec-45e8-8044-6d9cd324f2e8,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-c995d10ceaae,state,FL,,,FL legislature,Albritton,ocd-person/5c81dfe7-1cec-45e8-8044-6d9cd324f2e8,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-c995d10ceaae,state,FL,,,FL legislature,Albritton,ocd-person/5c81dfe7-1cec-45e8-8044-6d9cd324f2e8,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-858b9074d532,state,FL,,,FL legislature,Arrington,ocd-person/e4a84025-e4fd-4d36-8e12-64bd9f61ed6d,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-858b9074d532,state,FL,,,FL legislature,Arrington,ocd-person/e4a84025-e4fd-4d36-8e12-64bd9f61ed6d,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-858b9074d532,state,FL,,,FL legislature,Arrington,ocd-person/e4a84025-e4fd-4d36-8e12-64bd9f61ed6d,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-858b9074d532,state,FL,,,FL legislature,Arrington,ocd-person/e4a84025-e4fd-4d36-8e12-64bd9f61ed6d,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-531aaf45d98e,state,FL,,,FL legislature,Avila,ocd-person/a4a5f92e-62cf-401b-9fc6-9d9a63498d5c,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-531aaf45d98e,state,FL,,,FL legislature,Avila,ocd-person/a4a5f92e-62cf-401b-9fc6-9d9a63498d5c,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-531aaf45d98e,state,FL,,,FL legislature,Avila,ocd-person/a4a5f92e-62cf-401b-9fc6-9d9a63498d5c,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-531aaf45d98e,state,FL,,,FL legislature,Avila,ocd-person/a4a5f92e-62cf-401b-9fc6-9d9a63498d5c,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-05644e90595d,state,FL,,,FL legislature,Berman,ocd-person/762d321c-5bbe-4513-b9f0-7e3d8a6972f5,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-05644e90595d,state,FL,,,FL legislature,Berman,ocd-person/762d321c-5bbe-4513-b9f0-7e3d8a6972f5,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-05644e90595d,state,FL,,,FL legislature,Berman,ocd-person/762d321c-5bbe-4513-b9f0-7e3d8a6972f5,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-05644e90595d,state,FL,,,FL legislature,Berman,ocd-person/762d321c-5bbe-4513-b9f0-7e3d8a6972f5,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-1384aeaa110d,state,FL,,,FL legislature,Bernard,ocd-person/3038008c-cb9b-4735-92b4-b8f2be9c5d8e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-1384aeaa110d,state,FL,,,FL legislature,Bernard,ocd-person/3038008c-cb9b-4735-92b4-b8f2be9c5d8e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-1384aeaa110d,state,FL,,,FL legislature,Bernard,ocd-person/3038008c-cb9b-4735-92b4-b8f2be9c5d8e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-1384aeaa110d,state,FL,,,FL legislature,Bernard,ocd-person/3038008c-cb9b-4735-92b4-b8f2be9c5d8e,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-406fe7e5c04c,state,FL,,,FL legislature,Boyd,ocd-person/c70f231f-92e2-4a55-a59b-fcf113ab51af,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-406fe7e5c04c,state,FL,,,FL legislature,Boyd,ocd-person/c70f231f-92e2-4a55-a59b-fcf113ab51af,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-406fe7e5c04c,state,FL,,,FL legislature,Boyd,ocd-person/c70f231f-92e2-4a55-a59b-fcf113ab51af,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-406fe7e5c04c,state,FL,,,FL legislature,Boyd,ocd-person/c70f231f-92e2-4a55-a59b-fcf113ab51af,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-81ea3fd33b6d,state,FL,,,FL legislature,Bracy Davis,ocd-person/2f86f22f-b277-4441-b322-b1fbfb017b74,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-81ea3fd33b6d,state,FL,,,FL legislature,Bracy Davis,ocd-person/2f86f22f-b277-4441-b322-b1fbfb017b74,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-81ea3fd33b6d,state,FL,,,FL legislature,Bracy Davis,ocd-person/2f86f22f-b277-4441-b322-b1fbfb017b74,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-81ea3fd33b6d,state,FL,,,FL legislature,Bracy Davis,ocd-person/2f86f22f-b277-4441-b322-b1fbfb017b74,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
vote-175c6c046bff,state,FL,,,FL legislature,Bradley,ocd-person/68e0a17f-338b-497b-ba07-1f74e9623f1d,State legislator,legislator,,recorded_vote_no_direction,roll_call_vote,FL:SB 484,SB 484,yes,pass,Third Reading,upper,2026-02-26,,https://openstates.org/fl/bills/2026/SB484/,recorded_only,published,direction_not_established
