canonical_id,canonical_name,states,n_variants,n_incidents,variants,flags,n_flags,detail,client_safe
G0233,Alliance for Sustainability,MN,1,1,Alliance for Sustainability,degenerate_rate,1,n_incidents=1 below floor 5,0
G0234,Sierra Club Northstar Chapter,MN,1,1,Sierra Club Northstar Chapter,degenerate_rate,1,n_incidents=1 below floor 5,0
G0235,CURE (Clean Up the River Environment),MN,1,1,CURE (Clean Up the River Environment),degenerate_rate,1,n_incidents=1 below floor 5,0
G0236,Sierra Club Niagara Group,NY,1,1,Sierra Club Niagara Group,,0,,1
G0237,Western New York Environmental Alliance (ReThink STAMP),NY,1,1,Western New York Environmental Alliance (ReThink STAMP),,0,,1
G0238,Loudoun Climate Project,VA,1,1,Loudoun Climate Project,,0,,1
G0239,Kootenai County residents,ID,1,1,Kootenai County residents,placeholder,1,"descriptive label, not a named organization",0
G0240,Faulkner County League of Women Voters,AR,1,1,Faulkner County League of Women Voters,degenerate_rate,1,n_incidents=1 below floor 5,0
G0241,People's Action,WV,1,1,People's Action,,0,,1
G0242,Chesapeake Climate Action Network,WV,1,1,Chesapeake Climate Action Network,,0,,1
G0243,Data Center Reform Coalition,WV,1,1,Data Center Reform Coalition,,0,,1
G0244,Cold Springs Residents Against Rezoning,NV,1,1,Cold Springs Residents Against Rezoning,degenerate_rate,1,n_incidents=1 below floor 5,0
G0245,CURE MN,MN,1,1,CURE MN,,0,,1
G0246,Varina community residents,VA,1,1,Varina community residents,placeholder,1,"descriptive label, not a named organization",0
G0247,Eagle Mountain residents,UT,1,1,Eagle Mountain residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0248,Cherokee County residents,SC,1,1,Cherokee County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0249,Oakland University Student Congress,MI,1,1,Oakland University Student Congress,,0,,1
G0250,Teays Valley Against Overgrowth,OH,1,1,Teays Valley Against Overgrowth,,0,,1
G0251,Millard County Residents Against Solar Farm,UT,1,1,Millard County Residents Against Solar Farm,degenerate_rate,1,n_incidents=1 below floor 5,0
G0252,Johnson City residents,TN,1,1,Johnson City residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0253,Washington County Democratic Party,TN,1,1,Washington County Democratic Party,degenerate_rate,1,n_incidents=1 below floor 5,0
G0254,Residents Against the Etheridge Lakes Data Center,VA,1,1,Residents Against the Etheridge Lakes Data Center,,0,,1
G0255,Citizens for Fauquier County (CFFC),VA,1,1,Citizens for Fauquier County (CFFC),,0,,1
G0256,Stop Gilroy Data Center,CA,1,1,Stop Gilroy Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0257,Mesa residents,AZ,1,1,Mesa residents,placeholder,1,"descriptive label, not a named organization",0
G0258,Arizona Chapter of 7x24 Exchange (industry opposition to restrictions),AZ,1,1,Arizona Chapter of 7x24 Exchange (industry opposition to restrictions),,0,,1
G0259,MontPIRG,MT,1,1,MontPIRG,,0,,1
G0260,Good Government Committee,MO,1,1,Good Government Committee,degenerate_rate,1,n_incidents=1 below floor 5,0
G0261,St. Charles Residents Against Project Cumulus,MO,1,1,St. Charles Residents Against Project Cumulus,degenerate_rate,1,n_incidents=1 below floor 5,0
G0262,NAACP (Alabama State Conference),AL,1,1,NAACP (Alabama State Conference),,0,,1
G0263,NAACP (Metro Birmingham Branch),AL,1,1,NAACP (Metro Birmingham Branch),,0,,1
G0264,NAACP Center for Environmental and Climate Justice,AL,1,1,NAACP Center for Environmental and Climate Justice,,0,,1
G0265,Charles Citizens First,VA,1,1,Charles Citizens First,degenerate_rate,1,n_incidents=1 below floor 5,0
G0266,Ellendale No Eminent Domain group,ND,1,1,Ellendale No Eminent Domain group,degenerate_rate,1,n_incidents=1 below floor 5,0
G0267,Southwest Memphis community members,TN,1,1,Southwest Memphis community members,placeholder,1,"descriptive label, not a named organization",0
G0268,Memphis Community Against Pollution (MCAP),TN,1,1,Memphis Community Against Pollution (MCAP),,0,,1
G0269,Memphis Has The Power,TN,1,1,Memphis Has The Power,,0,,1
G0270,Castroville residents,TX,1,1,Castroville residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0271,Environment Texas,TX,1,1,Environment Texas,degenerate_rate,1,n_incidents=1 below floor 5,0
G0272,No to Mooresville Technology Park,NC,1,1,No to Mooresville Technology Park,,0,,1
G0273,No DCs in Ozaukee County WI,WI,1,1,No DCs in Ozaukee County WI,degenerate_rate,1,n_incidents=1 below floor 5,0
G0274,Yerington residents,NV,1,1,Yerington residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0275,Mason Valley residents,NV,1,1,Mason Valley residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0276,Boone County Preservation Group,IN,1,1,Boone County Preservation Group,degenerate_rate,1,n_incidents=1 below floor 5,0
G0277,Clean Air Coalition of Western New York,NY,1,1,Clean Air Coalition of Western New York,degenerate_rate,1,n_incidents=1 below floor 5,0
G0278,"North Tonawanda residents (Deborah Gondek, organizer)",NY,1,1,"North Tonawanda residents (Deborah Gondek, organizer)",placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0279,Wilsonville residents,AL,1,1,Wilsonville residents,placeholder,1,"descriptive label, not a named organization",0
G0280,Wilsonville residents (No Wilsonville Data Center),AL,1,1,Wilsonville residents (No Wilsonville Data Center),placeholder,1,"descriptive label, not a named organization",0
G0281,Harwood residents,ND,1,1,Harwood residents,placeholder,1,"descriptive label, not a named organization",0
G0282,"Troup County Anti-Data Center Coalition (Gage Bailey, founder)",GA,1,1,"Troup County Anti-Data Center Coalition (Gage Bailey, founder)",,0,,1
G0283,Taylor Frazier McCollum (petition organizer),MD,1,1,Taylor Frazier McCollum (petition organizer),,0,,1
G0284,South County Environmental Justice Coalition,MD,1,1,South County Environmental Justice Coalition,,0,,1
G0285,Brandywine TB Southern Region Neighborhood Coalition,MD,1,1,Brandywine TB Southern Region Neighborhood Coalition,,0,,1
G0286,17 for Peace and Justice,MD,1,1,17 for Peace and Justice,,0,,1
G0287,"Statesville area residents (Facebook group, 900+ members)",NC,1,1,"Statesville area residents (Facebook group, 900+ members)",placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0288,Statesville residents,NC,1,1,Statesville residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0289,Coalition to Protect Cumberland County PA,PA,1,1,Coalition to Protect Cumberland County PA,,0,,1
G0290,Eco-Socialist Green Party of Eastern Missouri,MO,1,1,Eco-Socialist Green Party of Eastern Missouri,degenerate_rate,1,n_incidents=1 below floor 5,0
G0291,Action St. Louis,MO,1,1,Action St. Louis,degenerate_rate,1,n_incidents=1 below floor 5,0
G0292,Missouri Jobs with Justice,MO,1,1,Missouri Jobs with Justice,degenerate_rate,1,n_incidents=1 below floor 5,0
G0293,WEPOWER,MO,1,1,WEPOWER,degenerate_rate,1,n_incidents=1 below floor 5,0
G0294,Democratic Socialists of America St. Louis,MO,1,1,Democratic Socialists of America St. Louis,degenerate_rate,1,n_incidents=1 below floor 5,0
G0295,Party for Socialism and Liberation St. Louis,MO,1,1,Party for Socialism and Liberation St. Louis,degenerate_rate,1,n_incidents=1 below floor 5,0
G0296,Metropolitan Congregations United,MO,1,1,Metropolitan Congregations United,degenerate_rate,1,n_incidents=1 below floor 5,0
G0297,Greenfire Coalition,PA,1,1,Greenfire Coalition,,0,,1
G0298,Save Rural Spalding,GA,1,1,Save Rural Spalding,degenerate_rate,1,n_incidents=1 below floor 5,0
G0299,Rankin County Residents Against Data Center (ad hoc),MS,1,1,Rankin County Residents Against Data Center (ad hoc),degenerate_rate,1,n_incidents=1 below floor 5,0
G0300,West Virginia Citizen Action Group,WV,1,1,West Virginia Citizen Action Group,degenerate_rate,1,n_incidents=1 below floor 5,0
G0301,Jerome Township Residents Coalition,OH,1,1,Jerome Township Residents Coalition,degenerate_rate,1,n_incidents=1 below floor 5,0
G0302,Trinity Hills neighborhood residents,TN,1,1,Trinity Hills neighborhood residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0303,Louisville Metro Watchdog Alliance,KY,1,1,Louisville Metro Watchdog Alliance,degenerate_rate,1,n_incidents=1 below floor 5,0
G0304,Rubbertown Emergency Action (REACT),KY,1,1,Rubbertown Emergency Action (REACT),degenerate_rate,1,n_incidents=1 below floor 5,0
G0305,Louisville Climate Action Network,KY,1,1,Louisville Climate Action Network,degenerate_rate,1,n_incidents=1 below floor 5,0
G0306,"Blakely No Data Center Campaign (Bob Cicci & Katie Klein-Cicci, organizers)",PA,1,1,"Blakely No Data Center Campaign (Bob Cicci & Katie Klein-Cicci, organizers)",,0,,1
G0307,College Station Residents Against Data Center,TX,1,1,College Station Residents Against Data Center,,0,,1
G0308,One Circle Community Coalition,GA,1,1,One Circle Community Coalition,,0,,1
G0309,Greater Troy Neighborhood Association,IN,1,1,Greater Troy Neighborhood Association,degenerate_rate,1,n_incidents=1 below floor 5,0
G0310,Black Voters Matter Fund,GA,1,1,Black Voters Matter Fund,degenerate_rate,1,n_incidents=1 below floor 5,0
G0311,Stop the Menomonie Data Center,WI,1,1,Stop the Menomonie Data Center,,0,,1
G0312,Griffin family plaintiffs,TX,1,1,Griffin family plaintiffs,degenerate_rate,1,n_incidents=1 below floor 5,0
G0313,Taylor community residents (led by Carrie D'Anna),TX,1,1,Taylor community residents (led by Carrie D'Anna),placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0314,Halt the BPP Project in Taylor,TX,1,1,Halt the BPP Project in Taylor,degenerate_rate,1,n_incidents=1 below floor 5,0
G0315,White County IN Against Data Centers,IN,1,1,White County IN Against Data Centers,,0,,1
G0316,350 Wisconsin,WI,1,1,350 Wisconsin,degenerate_rate,1,n_incidents=1 below floor 5,0
G0317,50501 Madison,WI,1,1,50501 Madison,degenerate_rate,1,n_incidents=1 below floor 5,0
G0318,"Concerned Citizens of Twiggs County (Rob Fricks, attorney)",GA,1,1,"Concerned Citizens of Twiggs County (Rob Fricks, attorney)",degenerate_rate,1,n_incidents=1 below floor 5,0
G0319,Protect Twiggs County -- No Data Center,GA,1,1,Protect Twiggs County -- No Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0320,Protect Twiggs County GA,GA,1,1,Protect Twiggs County GA,degenerate_rate,1,n_incidents=1 below floor 5,0
G0321,Page Residents for Voter Rights,AZ,1,1,Page Residents for Voter Rights,,0,,1
G0322,Bi-State Datacenter Crisis Coalition,NY,1,1,Bi-State Datacenter Crisis Coalition,,0,,1
G0323,Woodsdale and Trenton Environmental Resistance (W.A.T.E.R.),OH,1,1,Woodsdale and Trenton Environmental Resistance (W.A.T.E.R.),degenerate_rate,1,n_incidents=1 below floor 5,0
G0324,We Are Mason County Ky,KY,1,1,We Are Mason County Ky,degenerate_rate,1,n_incidents=1 below floor 5,0
G0325,Save Mason County,KY,1,1,Save Mason County,degenerate_rate,1,n_incidents=1 below floor 5,0
G0326,Platte County residents,MO,1,1,Platte County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0327,No Data Center In LMBT,PA,1,1,No Data Center In LMBT,,0,,1
G0328,Joplin Citizens Against Wildwood Ranch Data Center Site,MO,1,1,Joplin Citizens Against Wildwood Ranch Data Center Site,degenerate_rate,1,n_incidents=1 below floor 5,0
G0329,"Save the IX Center Campaign (Cassia Core, organizer)",OH,1,1,"Save the IX Center Campaign (Cassia Core, organizer)",,0,,1
G0330,East Vincent Advocacy (EVT Advocacy),PA,1,1,East Vincent Advocacy (EVT Advocacy),,0,,1
G0331,Prevent East Vincent Data Center Development,PA,1,1,Prevent East Vincent Data Center Development,,0,,1
G0332,East Vincent Advocacy,PA,1,1,East Vincent Advocacy,,0,,1
G0333,Prevent East Vincent DC Development,PA,1,1,Prevent East Vincent DC Development,,0,,1
G0334,Stop Temple Data Centers,TX,1,1,Stop Temple Data Centers,,0,,1
G0335,Gordon County Board of Commissioners (preemptive),GA,1,1,Gordon County Board of Commissioners (preemptive),degenerate_rate,1,n_incidents=1 below floor 5,0
G0336,Indigenous Environmental Network,OK,1,1,Indigenous Environmental Network,,0,,1
G0337,Dundee's Not for Sale,MI,1,1,Dundee's Not for Sale,,0,,1
G0338,Citizens Against a Dundee Data Center,MI,1,1,Citizens Against a Dundee Data Center,,0,,1
G0339,Meade County residents (petition organizers),KY,1,1,Meade County residents (petition organizers),placeholder,1,"descriptive label, not a named organization",0
G0340,Stop the Pine Island Data Center,MN,1,1,Stop the Pine Island Data Center,,0,,1
G0341,Stop the Hermantown Data Center,MN,1,1,Stop the Hermantown Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0342,Protect Stafford,VA,1,1,Protect Stafford,,0,,1
G0343,Coalition to Save Culpeper,VA,1,1,Coalition to Save Culpeper,degenerate_rate,1,n_incidents=1 below floor 5,0
G0344,Save Brandy Station,VA,1,1,Save Brandy Station,degenerate_rate,1,n_incidents=1 below floor 5,0
G0345,We the People of Wyco,KS,1,1,We the People of Wyco,,0,,1
G0346,Kansas Sierra Club,KS,1,1,Kansas Sierra Club,,0,,1
G0347,Campbell County residents,VA,1,1,Campbell County residents,placeholder,1,"descriptive label, not a named organization",0
G0348,Lufkin area residents,TX,1,1,Lufkin area residents,placeholder,1,"descriptive label, not a named organization",0
G0349,Rockford residents (Change.org petition organizers),IL,1,1,Rockford residents (Change.org petition organizers),placeholder,1,"descriptive label, not a named organization",0
G0350,No Data Centers Northern IL,IL,1,1,No Data Centers Northern IL,,0,,1
G0351,Sustain Rockford,IL,1,1,Sustain Rockford,,0,,1
G0352,Natural Land Institute,IL,1,1,Natural Land Institute,,0,,1
G0353,Foristell Residents Against Data Centers,MO,1,1,Foristell Residents Against Data Centers,,0,,1
G0354,No Data Center Kokomo-Howard County,IN,1,1,No Data Center Kokomo-Howard County,,0,,1
G0355,Cumberland County Residents Against Data Centers,NC,1,1,Cumberland County Residents Against Data Centers,,0,,1
G0356,Citizens Against Over Development in Lyon County,NV,1,1,Citizens Against Over Development in Lyon County,degenerate_rate,1,n_incidents=1 below floor 5,0
G0357,Project Baccara Opposition,AZ,1,1,Project Baccara Opposition,degenerate_rate,1,n_incidents=1 below floor 5,0
G0358,Norton residents,OH,1,1,Norton residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0359,Protect Wiscasset,ME,1,1,Protect Wiscasset,,0,,1
G0360,Castle Rock Township,MN,1,1,Castle Rock Township,placeholder,1,"descriptive label, not a named organization",0
G0361,Environmental Coalition of Farmington MN,MN,1,1,Environmental Coalition of Farmington MN,,0,,1
G0362,Sierra Club Iowa Chapter,IA,1,1,Sierra Club Iowa Chapter,,0,,1
G0363,Norton and Barberton residents,OH,1,1,Norton and Barberton residents,placeholder,1,"descriptive label, not a named organization",0
G0364,Upper Missouri Waterkeeper,MT,1,1,Upper Missouri Waterkeeper,degenerate_rate,1,n_incidents=1 below floor 5,0
G0365,Stop the Data Centers Livingston County,MI,1,1,Stop the Data Centers Livingston County,,0,,1
G0366,Livingston County Residents for Responsible Development,MI,1,1,Livingston County Residents for Responsible Development,,0,,1
G0367,Vicksburg Residents Against Data Center (ad hoc),MS,1,1,Vicksburg Residents Against Data Center (ad hoc),,0,,1
G0368,Clarksville area residents,AR,1,1,Clarksville area residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0369,Tisch Mills Farm Center,WI,1,1,Tisch Mills Farm Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0370,Ross area community residents,TX,1,1,Ross area community residents,placeholder,1,"descriptive label, not a named organization",0
G0371,Stop the Data Center on Taylor Lane (Facebook group),TX,1,1,Stop the Data Center on Taylor Lane (Facebook group),,0,,1
G0372,McLennan County residents,TX,1,1,McLennan County residents,placeholder,1,"descriptive label, not a named organization",0
G0373,Stop Waco Data Centers,TX,1,1,Stop Waco Data Centers,,0,,1
G0374,Stop the Waco Data Center,TX,1,1,Stop the Waco Data Center,,0,,1
G0375,Panhandle Taxpayers for Transparency,TX,1,1,Panhandle Taxpayers for Transparency,degenerate_rate,1,n_incidents=1 below floor 5,0
G0376,Sierra Club Texas Chapter,TX,1,1,Sierra Club Texas Chapter,degenerate_rate,1,n_incidents=1 below floor 5,0
G0377,Amarillo Minority Coalition,TX,1,1,Amarillo Minority Coalition,degenerate_rate,1,n_incidents=1 below floor 5,0
G0378,Decatur Township Civic Council,IN,1,1,Decatur Township Civic Council,,0,,1
G0379,Decatur Township Civic League,IN,1,1,Decatur Township Civic League,,0,,1
G0380,Protect Decatur Township,IN,1,1,Protect Decatur Township,,0,,1
G0381,Kenoshans Unite Against Microsoft Data Center,WI,1,1,Kenoshans Unite Against Microsoft Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0382,SNOW (Stop Negligent Operations in Wisconsin),WI,1,1,SNOW (Stop Negligent Operations in Wisconsin),,0,,1
G0383,Beaver Dam Education on Data Center Group,WI,1,1,Beaver Dam Education on Data Center Group,,0,,1
G0384,Let Sioux Falls Vote,SD,1,1,Let Sioux Falls Vote,degenerate_rate,1,n_incidents=1 below floor 5,0
G0385,South Dakota for DC Transparency,SD,1,1,South Dakota for DC Transparency,degenerate_rate,1,n_incidents=1 below floor 5,0
G0386,Stop AI Data Centers in Lawrence County,OH,1,1,Stop AI Data Centers in Lawrence County,,0,,1
G0387,Newport News Residents Against Data Centers,VA,1,1,Newport News Residents Against Data Centers,,0,,1
G0388,Moorestown residents,NJ,1,1,Moorestown residents,placeholder,1,"descriptive label, not a named organization",0
G0389,Friends of Tensaw River,AL,1,1,Friends of Tensaw River,,0,,1
G0390,Stop Solar in Stockton,AL,1,1,Stop Solar in Stockton,,0,,1
G0391,Starke County - No Data Center IN,IN,1,1,Starke County - No Data Center IN,degenerate_rate,1,n_incidents=1 below floor 5,0
G0392,NIMBY Imperial,CA,1,1,NIMBY Imperial,degenerate_rate,1,n_incidents=1 below floor 5,0
G0393,Valle Imperial Resiste,CA,1,1,Valle Imperial Resiste,degenerate_rate,1,n_incidents=1 below floor 5,0
G0394,Stop Project Vector (ad hoc),IL,1,1,Stop Project Vector (ad hoc),degenerate_rate,1,n_incidents=1 below floor 5,0
G0395,Stop Project Tango,FL,1,1,Stop Project Tango,,0,,1
G0396,NO To Project Tango,FL,1,1,NO To Project Tango,,0,,1
G0397,Palm Beach County Environmental Alliance,FL,1,1,Palm Beach County Environmental Alliance,,0,,1
G0398,Sierra Club Loxahatchee Group,FL,1,1,Sierra Club Loxahatchee Group,,0,,1
G0399,Florida Native Plant Society PBC Chapter,FL,1,1,Florida Native Plant Society PBC Chapter,,0,,1
G0400,Stop the Palm Beach DC Project Tango,FL,1,1,Stop the Palm Beach DC Project Tango,,0,,1
G0401,White Tank Mountains Conservancy,AZ,1,1,White Tank Mountains Conservancy,degenerate_rate,1,n_incidents=1 below floor 5,0
G0402,Chandler Neighbors Against Data Centers,AZ,1,1,Chandler Neighbors Against Data Centers,,0,,1
G0403,Citizens for Rural Coweta,GA,1,1,Citizens for Rural Coweta,,0,,1
G0404,Stop Project Sail,GA,1,1,Stop Project Sail,,0,,1
G0405,STOP Project Sail Newnan Data Center,GA,1,1,STOP Project Sail Newnan Data Center,,0,,1
G0406,Lewiston residents,ME,1,1,Lewiston residents,placeholder,1,"descriptive label, not a named organization",0
G0407,Mainers Against Future AI Data Center in Lewiston,ME,1,1,Mainers Against Future AI Data Center in Lewiston,,0,,1
G0408,Slingshot (New England environmental health and justice organization),ME,1,1,Slingshot (New England environmental health and justice organization),,0,,1
G0409,Gates County residents,NC,1,1,Gates County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0410,Residents United for a Healthy Lowell,MI,1,1,Residents United for a Healthy Lowell,,0,,1
G0411,ACE Basin area residents,SC,1,1,ACE Basin area residents,placeholder,1,"descriptive label, not a named organization",0
G0412,Sustain South Jersey,NJ,1,1,Sustain South Jersey,degenerate_rate,1,n_incidents=1 below floor 5,0
G0413,New Jersey Environmental Justice Alliance (NJEJA),NJ,1,1,New Jersey Environmental Justice Alliance (NJEJA),degenerate_rate,1,n_incidents=1 below floor 5,0
G0414,Maryland Data Center Reform Coalition (Nature Forward),MD,1,1,Maryland Data Center Reform Coalition (Nature Forward),,0,,1
G0415,Citizens for Responsible Development,OK,1,1,Citizens for Responsible Development,degenerate_rate,1,n_incidents=1 below floor 5,0
G0416,Save Oklahoma Farms and Ranches,OK,1,1,Save Oklahoma Farms and Ranches,degenerate_rate,1,n_incidents=1 below floor 5,0
G0417,STOP Data Centers & Rezoning in Conewago Twp,PA,1,1,STOP Data Centers & Rezoning in Conewago Twp,,0,,1
G0418,Mount Horeb area residents,WI,1,1,Mount Horeb area residents,placeholder,1,"descriptive label, not a named organization",0
G0419,Dorr Township MI - We The People,MI,1,1,Dorr Township MI - We The People,,0,,1
G0420,Beaver County Community Group Against Data Centers,PA,1,1,Beaver County Community Group Against Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0421,Environmental Health Project,PA,1,1,Environmental Health Project,degenerate_rate,1,n_incidents=1 below floor 5,0
G0422,Beaver County Marcellus Awareness Community (BCMAC),PA,1,1,Beaver County Marcellus Awareness Community (BCMAC),degenerate_rate,1,n_incidents=1 below floor 5,0
G0423,Chattanooga Residents Against Jailhouse Data Center (ad hoc),TN,1,1,Chattanooga Residents Against Jailhouse Data Center (ad hoc),degenerate_rate,1,n_incidents=1 below floor 5,0
G0424,Hyndman Homesites Homeowners Association,WY,1,1,Hyndman Homesites Homeowners Association,degenerate_rate,1,n_incidents=1 below floor 5,0
G0425,Residents for Rural and Agricultural Land (RURAL),SD,1,1,Residents for Rural and Agricultural Land (RURAL),,0,,1
G0426,Citizens Opposed to Data Centers in Henry County,GA,1,1,Citizens Opposed to Data Centers in Henry County,,0,,1
G0427,Conserve Henry County,GA,1,1,Conserve Henry County,placeholder,1,"descriptive label, not a named organization",0
G0428,Lawrence County residents,OH,1,1,Lawrence County residents,placeholder,1,"descriptive label, not a named organization",0
G0429,Friends of Nevada Wilderness,NV,1,1,Friends of Nevada Wilderness,,0,,1
G0430,Basin and Range Watch,NV,1,1,Basin and Range Watch,,0,,1
G0431,Stokes County Historical Society,NC,1,1,Stokes County Historical Society,degenerate_rate,1,n_incidents=1 below floor 5,0
G0432,Occaneechi Band of the Saponi Nation,NC,1,1,Occaneechi Band of the Saponi Nation,degenerate_rate,1,n_incidents=1 below floor 5,0
G0433,Southern Coalition for Social Justice,NC,1,1,Southern Coalition for Social Justice,degenerate_rate,1,n_incidents=1 below floor 5,0
G0434,Stokes County NAACP,NC,1,1,Stokes County NAACP,degenerate_rate,1,n_incidents=1 below floor 5,0
G0435,Walnut Cove residents,NC,1,1,Walnut Cove residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0436,National Hairston Clan,NC,1,1,National Hairston Clan,degenerate_rate,1,n_incidents=1 below floor 5,0
G0437,CleanAIRE NC,NC,1,1,CleanAIRE NC,degenerate_rate,1,n_incidents=1 below floor 5,0
G0438,Dan River Basin Association,NC,1,1,Dan River Basin Association,degenerate_rate,1,n_incidents=1 below floor 5,0
G0439,7 Directions of Service,NC,1,1,7 Directions of Service,degenerate_rate,1,n_incidents=1 below floor 5,0
G0440,Roswell residents,GA,1,1,Roswell residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0441,Stop the Greenleaf Data Center,WI,1,1,Stop the Greenleaf Data Center,degenerate_rate,1,n_incidents=1 below floor 5,0
G0442,Moms Clean Air Force,WI,1,1,Moms Clean Air Force,degenerate_rate,1,n_incidents=1 below floor 5,0
G0443,Izaak Walton League (Brown County Chapter),WI,1,1,Izaak Walton League (Brown County Chapter),degenerate_rate,1,n_incidents=1 below floor 5,0
G0444,People's Justice Council,AL,1,1,People's Justice Council,degenerate_rate,1,n_incidents=1 below floor 5,0
G0445,Energy Alabama,AL,1,1,Energy Alabama,degenerate_rate,1,n_incidents=1 below floor 5,0
G0446,Renwick Area Against Data Centers,KS,1,1,Renwick Area Against Data Centers,,0,,1
G0447,Spalding County residents,GA,1,1,Spalding County residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0448,Oklahoma Data Center Accountability,OK,1,1,Oklahoma Data Center Accountability,,0,,1
G0449,"Say NO to Coweta, Ok Data Center",OK,1,1,"Say NO to Coweta, Ok Data Center",,0,,1
G0450,Project Sand Springs Alliance,OK,1,1,Project Sand Springs Alliance,,0,,1
G0451,Land Legacy,OK,1,1,Land Legacy,,0,,1
G0452,Renwick Area Against Data Centers in West Sedgwick County,KS,1,1,Renwick Area Against Data Centers in West Sedgwick County,,0,,1
G0453,Sedgwick County Farm Bureau,KS,1,1,Sedgwick County Farm Bureau,,0,,1
G0454,Franklin County residents,MO,1,1,Franklin County residents,placeholder,1,"descriptive label, not a named organization",0
G0455,Shaw Nature Reserve / Missouri Botanical Garden,MO,1,1,Shaw Nature Reserve / Missouri Botanical Garden,,0,,1
G0456,No AI Datacenters in Franklin County MO,MO,1,1,No AI Datacenters in Franklin County MO,,0,,1
G0457,Clinton Residents Concerned About Data Centers,MS,1,1,Clinton Residents Concerned About Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0458,BOLD Alliance,NE,1,1,BOLD Alliance,,0,,1
G0459,Bold Alliance (Bold Nebraska),NE,1,1,Bold Alliance (Bold Nebraska),,0,,1
G0460,KC Data Center Watchdog,MO,1,1,KC Data Center Watchdog,,0,,1
G0461,Southern Alliance for Clean Energy (SACE),GA,1,1,Southern Alliance for Clean Energy (SACE),degenerate_rate,1,n_incidents=1 below floor 5,0
G0462,Southface Institute,GA,1,1,Southface Institute,degenerate_rate,1,n_incidents=1 below floor 5,0
G0463,Georgians Against Data Centers,GA,1,1,Georgians Against Data Centers,degenerate_rate,1,n_incidents=1 below floor 5,0
G0464,"Say NO to Coweta, Ok Data Center (Atlas Project)",OK,1,1,"Say NO to Coweta, Ok Data Center (Atlas Project)",degenerate_rate,1,n_incidents=1 below floor 5,0
G0465,Coweta residents,OK,1,1,Coweta residents,placeholder; degenerate_rate,2,"descriptive label, not a named organization; n_incidents=1 below floor 5",0
G0466,Oppose Atlas DC,PA,1,1,Oppose Atlas DC,,0,,1
G0467,Monterey Park residents,CA,1,1,Monterey Park residents,placeholder,1,"descriptive label, not a named organization",0
G0468,Monterey Park Against Data Centers,CA,1,1,Monterey Park Against Data Centers,,0,,1
G0469,Protect Naperville Community,IL,1,1,Protect Naperville Community,,0,,1
G0470,Lisle Residents Against Data Center (ad hoc),IL,1,1,Lisle Residents Against Data Center (ad hoc),degenerate_rate,1,n_incidents=1 below floor 5,0
G0471,Sembrando Esperanza Coalition,TX,1,1,Sembrando Esperanza Coalition,,0,,1
G0472,El Paso City Council,TX,1,1,El Paso City Council,,0,,1
G0473,Tazewell County Data Center Opposition,IL,1,1,Tazewell County Data Center Opposition,,0,,1
G0474,Hoosier Environmental Council,IN,1,1,Hoosier Environmental Council,,0,,1
G0475,Franklin Planning and Zoning Commission,KY,1,1,Franklin Planning and Zoning Commission,,0,,1
G0476,Franklin residents (Jasmine Butt petition organizer),KY,1,1,Franklin residents (Jasmine Butt petition organizer),placeholder,1,"descriptive label, not a named organization",0
G0477,Franklin residents (ad hoc),KY,1,1,Franklin residents (ad hoc),placeholder,1,"descriptive label, not a named organization",0
